usuario_id,empresa_id,cargo,fecha_inicio,actual
u1904,e426,Intern,2024-02-14,false
u917,e407,Intern,2015-07-28,false
u1577,e107,QA Engineer,2023-07-22,false
u1187,e73,Junior Developer,2023-11-09,false
u281,e196,QA Engineer,2023-12-16,true
u1616,e65,Junior Developer,2022-08-27,true
u410,e381,Software Engineer,2018-11-21,true
u396,e104,Business Analyst,2022-02-21,true
u1683,e188,Tech Lead,2015-10-09,false
u747,e157,CTO,2023-02-27,true
u804,e185,CTO,2020-07-12,true
u247,e162,CTO,2015-09-09,true
u1415,e104,Senior Developer,2019-02-12,false
u1564,e402,Engineering Manager,2024-08-12,false
u1576,e131,Data Analyst,2020-02-25,true
u1014,e55,DevOps Engineer,2015-04-14,false
u1493,e168,Intern,2016-10-12,true
u1220,e25,Product Owner,2015-07-11,true
u979,e467,CTO,2024-06-15,true
u1108,e396,Consultant,2016-06-08,false
u1707,e438,Consultant,2021-12-30,true
u1748,e1,Intern,2017-02-21,false
u1865,e198,Tech Lead,2019-05-12,true
u604,e279,Intern,2017-03-09,false
u1030,e363,Intern,2023-05-19,true
u217,e128,Software Engineer,2015-07-22,true
u883,e144,Business Analyst,2015-05-18,true
u1574,e462,Product Owner,2024-10-10,true
u69,e240,Director of Engineering,2018-06-22,true
u250,e419,QA Engineer,2017-04-08,true
u347,e445,Director of Engineering,2016-12-13,true
u1748,e60,Intern,2017-11-17,true
u1894,e226,Engineering Manager,2018-05-16,false
u331,e121,CTO,2024-12-03,true
u1528,e395,Director of Engineering,2021-01-25,false
u1984,e227,UX Designer,2018-12-12,true
u889,e64,Data Analyst,2019-11-07,false
u1352,e348,Tech Lead,2018-08-07,false
u739,e155,Consultant,2024-10-08,false
u87,e315,Data Analyst,2016-09-18,true
u539,e342,Intern,2018-06-23,true
u681,e377,UX Designer,2017-10-19,false
u1561,e401,Intern,2016-05-07,true
u80,e245,Director of Engineering,2019-03-30,false
u928,e162,Consultant,2022-10-24,true
u596,e115,Engineering Manager,2024-08-11,true
u900,e336,Engineering Manager,2018-04-15,false
u1527,e62,Product Owner,2024-03-05,true
u1866,e319,Software Engineer,2018-05-12,true
u800,e130,Junior Developer,2015-02-11,true
u1976,e377,Business Analyst,2015-02-24,true
u1551,e6,Senior Developer,2016-06-18,true
u528,e321,Data Analyst,2019-03-20,false
u419,e99,Data Analyst,2016-04-19,true
u1916,e37,QA Engineer,2015-03-28,false
u1049,e358,UX Designer,2015-04-22,false
u1340,e190,Engineering Manager,2020-04-02,true
u174,e457,Tech Lead,2020-04-06,false
u869,e91,CTO,2022-04-29,true
u847,e384,Tech Lead,2015-02-08,false
u945,e495,UX Designer,2023-03-21,true
u591,e67,Intern,2017-08-13,false
u704,e354,Business Analyst,2024-01-17,true
u503,e455,Consultant,2015-06-04,false
u721,e192,Junior Developer,2021-11-22,true
u1787,e294,Tech Lead,2019-11-09,true
u1082,e464,Junior Developer,2021-10-28,true
u670,e132,Product Owner,2022-05-17,false
u1222,e420,Data Analyst,2018-09-17,true
u1800,e199,Consultant,2022-05-21,false
u702,e331,Tech Lead,2018-05-09,true
u933,e381,Tech Lead,2023-03-11,false
u1176,e371,Business Analyst,2024-10-08,true
u1570,e180,Engineering Manager,2018-11-08,true
u209,e94,UX Designer,2019-02-17,true
u1172,e27,DevOps Engineer,2020-11-25,false
u1188,e413,Tech Lead,2020-07-08,true
u1723,e94,Business Analyst,2019-02-16,false
u1216,e262,CTO,2018-12-23,true
u418,e35,QA Engineer,2024-05-17,true
u512,e281,QA Engineer,2021-11-08,true
u1701,e489,Data Analyst,2022-07-22,false
u164,e300,DevOps Engineer,2023-10-10,true
u1141,e498,Software Engineer,2017-01-03,false
u191,e380,Product Owner,2023-02-27,true
u1337,e221,DevOps Engineer,2018-04-05,false
u1141,e24,Director of Engineering,2018-08-26,false
u1995,e293,QA Engineer,2022-09-29,false
u1028,e236,Intern,2019-02-19,true
u1783,e38,Intern,2018-05-03,true
u1261,e405,Data Analyst,2019-05-06,false
u1630,e377,Product Owner,2024-07-07,true
u106,e346,QA Engineer,2019-06-07,true
u699,e200,Senior Developer,2015-11-01,true
u1354,e13,UX Designer,2018-04-06,true
u1900,e216,Junior Developer,2018-04-22,false
u1337,e450,Software Engineer,2022-04-11,true
u1174,e307,Data Analyst,2019-10-29,true
u1728,e271,CTO,2016-11-01,false
u558,e298,Engineering Manager,2019-04-25,true
u750,e448,Business Analyst,2024-08-27,true
u1862,e7,Tech Lead,2020-05-12,true
u557,e284,Consultant,2024-08-04,false
u269,e35,Engineering Manager,2018-08-09,false
u1951,e427,Software Engineer,2021-01-14,true
u371,e68,Director of Engineering,2021-08-28,false
u1074,e406,CTO,2019-09-10,false
u1475,e55,CTO,2024-07-20,false
u989,e29,Intern,2024-05-09,false
u1295,e14,Intern,2019-01-11,true
u39,e330,Director of Engineering,2018-06-20,false
u715,e82,CTO,2020-04-26,true
u1566,e143,Engineering Manager,2019-01-28,true
u673,e245,Data Analyst,2018-03-01,true
u990,e438,Director of Engineering,2021-12-08,false
u1200,e160,Engineering Manager,2022-05-09,false
u1528,e2,Senior Developer,2016-10-10,false
u821,e251,Senior Developer,2015-07-22,true
u1220,e497,DevOps Engineer,2020-06-27,false
u1511,e262,Data Analyst,2021-11-03,true
u421,e437,Business Analyst,2015-01-21,true
u213,e25,UX Designer,2019-12-20,true
u86,e187,Senior Developer,2023-01-15,false
u1392,e93,Data Analyst,2020-01-20,true
u525,e5,Product Owner,2021-05-06,false
u461,e332,Tech Lead,2015-09-29,true
u1391,e42,Engineering Manager,2023-01-28,false
u1837,e456,Intern,2019-05-17,false
u1776,e45,Tech Lead,2017-08-09,true
u111,e291,Software Engineer,2017-04-13,false
u1004,e285,Junior Developer,2023-12-15,true
u903,e486,Tech Lead,2022-11-16,true
u1092,e56,Tech Lead,2019-11-25,false
u608,e486,Director of Engineering,2017-06-13,false
u1124,e28,Director of Engineering,2016-09-26,false
u1214,e422,Tech Lead,2022-05-07,true
u455,e157,QA Engineer,2021-07-28,true
u1538,e497,Software Engineer,2016-04-17,false
u1856,e436,Software Engineer,2017-02-25,true
u1296,e418,UX Designer,2021-05-11,true
u1108,e330,Software Engineer,2017-06-13,true
u952,e365,Engineering Manager,2021-04-15,true
u1224,e451,CTO,2019-06-13,true
u1079,e53,Intern,2018-04-21,true
u971,e32,CTO,2019-08-19,false
u806,e126,CTO,2016-11-22,true
u1558,e139,QA Engineer,2017-11-12,true
u1468,e435,Business Analyst,2022-10-23,true
u1254,e70,QA Engineer,2019-02-17,true
u1958,e408,Software Engineer,2021-11-09,true
u1427,e228,Business Analyst,2020-03-03,true
u936,e217,Tech Lead,2017-02-03,false
u1048,e174,Data Analyst,2023-05-19,false
u1527,e134,Intern,2024-12-14,true
u381,e474,Tech Lead,2020-03-31,false
u581,e31,Consultant,2016-06-16,true
u1135,e36,CTO,2024-01-21,false
u1227,e353,Senior Developer,2020-04-03,true
u340,e32,Business Analyst,2016-04-17,true
u1240,e76,Senior Developer,2024-12-01,true
u1644,e379,Software Engineer,2016-03-14,false
u946,e341,Intern,2021-07-24,false
u1601,e32,Product Owner,2022-02-21,true
u1800,e182,Senior Developer,2017-12-04,true
u1278,e422,Tech Lead,2021-12-13,false
u1455,e178,Tech Lead,2023-05-05,true
u1088,e405,QA Engineer,2019-10-19,true
u133,e76,Director of Engineering,2015-04-28,false
u1402,e287,QA Engineer,2015-05-07,false
u1159,e304,Intern,2022-08-16,true
u980,e395,Intern,2015-06-22,false
u1792,e2,Product Owner,2017-06-30,true
u393,e79,Product Owner,2019-07-31,false
u608,e305,Consultant,2015-02-20,true
u1010,e366,Tech Lead,2020-10-22,false
u258,e227,Director of Engineering,2015-07-05,true
u478,e98,Intern,2023-06-21,true
u908,e288,Business Analyst,2021-01-16,false
u741,e98,Junior Developer,2022-04-16,false
u1745,e477,DevOps Engineer,2019-09-25,false
u530,e76,Junior Developer,2023-05-25,false
u1820,e52,DevOps Engineer,2024-05-23,false
u1793,e234,UX Designer,2015-05-02,true
u721,e338,Tech Lead,2020-03-18,false
u71,e155,DevOps Engineer,2023-12-26,true
u1866,e416,QA Engineer,2019-11-13,false
u1703,e95,Business Analyst,2020-08-13,false
u939,e44,Tech Lead,2017-10-02,true
u1370,e335,Senior Developer,2022-04-22,false
u431,e351,Junior Developer,2019-03-15,true
u1944,e415,CTO,2015-05-17,true
u27,e358,Consultant,2019-07-18,false
u1646,e111,UX Designer,2021-03-17,true
u1982,e305,Intern,2020-06-26,false
u765,e433,Tech Lead,2023-03-17,true
u450,e40,Business Analyst,2018-06-22,false
u773,e340,Director of Engineering,2017-08-18,false
u1340,e13,DevOps Engineer,2020-11-18,true
u1623,e278,UX Designer,2017-02-15,true
u171,e356,Director of Engineering,2022-03-26,false
u1223,e302,Consultant,2017-09-04,false
u1636,e431,Business Analyst,2016-07-25,true
u1219,e149,CTO,2024-05-02,true
u96,e359,Director of Engineering,2024-09-07,false
u1196,e291,Business Analyst,2023-10-17,false
u41,e151,Tech Lead,2022-11-28,false
u1985,e98,Director of Engineering,2016-11-09,true
u1822,e282,Data Analyst,2019-08-03,true
u1491,e10,Business Analyst,2019-07-24,true
u141,e321,Intern,2019-11-30,true
u270,e199,Senior Developer,2023-09-09,true
u589,e239,Software Engineer,2022-06-06,false
u943,e358,Junior Developer,2017-06-30,false
u1700,e235,Software Engineer,2019-03-12,false
u564,e254,Senior Developer,2022-11-16,false
u420,e437,Consultant,2024-12-09,true
u1835,e179,Consultant,2021-08-25,false
u1027,e24,UX Designer,2017-11-05,true
u1938,e83,CTO,2017-12-10,false
u1057,e482,Data Analyst,2015-06-29,false
u1275,e492,Consultant,2017-11-21,false
u50,e463,Engineering Manager,2019-07-20,false
u581,e417,Product Owner,2016-10-22,true
u1133,e110,Business Analyst,2024-10-07,true
u1933,e337,Intern,2023-07-02,true
u1892,e485,Business Analyst,2018-05-30,false
u1144,e21,Intern,2024-02-25,false
u1352,e320,UX Designer,2018-04-03,false
u779,e422,Intern,2021-01-09,true
u1106,e380,Product Owner,2023-10-08,false
u1772,e87,QA Engineer,2015-10-07,false
u514,e319,DevOps Engineer,2020-05-27,false
u1921,e483,Junior Developer,2017-01-07,true
u1028,e121,Product Owner,2017-10-26,false
u1776,e414,Junior Developer,2015-01-22,true
u346,e102,Senior Developer,2021-03-13,true
u302,e437,Business Analyst,2016-11-15,false
u1476,e191,CTO,2015-09-21,false
u1490,e180,UX Designer,2022-11-26,false
u1167,e44,UX Designer,2019-12-11,false
u312,e402,Consultant,2016-11-04,true
u702,e440,Engineering Manager,2019-09-17,true
u1683,e36,Tech Lead,2020-04-13,true
u1886,e416,Tech Lead,2019-11-28,true
u130,e234,Director of Engineering,2016-10-03,false
u289,e116,DevOps Engineer,2016-09-21,true
u1513,e460,QA Engineer,2016-03-02,false
u1007,e342,UX Designer,2019-02-07,false
u1075,e220,Tech Lead,2018-07-03,true
u232,e445,Intern,2024-05-16,false
u1429,e76,Director of Engineering,2023-01-31,true
u484,e255,Director of Engineering,2022-09-05,true
u591,e225,Intern,2018-08-02,false
u664,e180,Business Analyst,2022-07-27,true
u1095,e237,Business Analyst,2015-07-27,false
u1789,e265,Senior Developer,2018-10-15,false
u711,e455,Consultant,2024-12-30,true
u471,e363,UX Designer,2022-09-08,true
u239,e54,Engineering Manager,2022-11-23,false
u1826,e289,Product Owner,2024-03-13,false
u596,e137,Junior Developer,2023-07-31,true
u1866,e394,Business Analyst,2016-11-27,true
u1331,e81,Consultant,2018-01-29,false
u585,e367,Junior Developer,2015-12-06,true
u730,e381,Tech Lead,2020-09-28,false
u414,e443,Director of Engineering,2015-12-25,true
u941,e140,Software Engineer,2020-01-22,false
u555,e119,Intern,2018-06-08,true
u510,e303,Engineering Manager,2018-01-31,false
u1322,e89,Senior Developer,2021-04-06,true
u1069,e460,Business Analyst,2020-05-29,true
u1255,e180,DevOps Engineer,2023-03-01,true
u1985,e361,Tech Lead,2017-12-24,false
u630,e349,QA Engineer,2023-12-18,true
u663,e330,Product Owner,2020-10-12,true
u1143,e315,QA Engineer,2016-04-15,true
u1268,e71,Junior Developer,2024-05-20,true
u1456,e274,Director of Engineering,2022-06-14,false
u1986,e84,Senior Developer,2016-08-31,false
u576,e345,Business Analyst,2017-03-01,false
u1012,e90,DevOps Engineer,2024-12-29,false
u120,e391,Engineering Manager,2016-05-27,false
u1707,e20,Director of Engineering,2021-08-11,false
u1792,e298,UX Designer,2021-11-28,false
u1008,e240,Product Owner,2020-01-15,false
u1822,e360,Tech Lead,2022-02-21,false
u197,e296,Software Engineer,2020-11-08,false
u703,e176,Junior Developer,2024-05-04,false
u1935,e439,Product Owner,2024-07-30,true
u1763,e360,Consultant,2023-10-28,false
u1946,e481,Junior Developer,2020-11-29,true
u939,e9,Software Engineer,2015-06-21,true
u1785,e150,Product Owner,2023-07-31,true
u195,e272,Engineering Manager,2015-10-23,false
u1542,e348,QA Engineer,2016-11-02,false
u1964,e402,CTO,2020-01-06,false
u1952,e123,Engineering Manager,2017-01-15,true
u934,e217,Junior Developer,2017-06-08,false
u1925,e44,Consultant,2015-07-05,true
u433,e162,QA Engineer,2022-11-07,true
u1089,e141,UX Designer,2024-12-17,true
u1776,e209,Product Owner,2023-11-18,true
u1452,e300,Consultant,2021-11-06,true
u1406,e400,CTO,2015-04-18,true
u451,e375,QA Engineer,2023-04-13,true
u901,e19,Junior Developer,2019-03-24,true
u1514,e414,QA Engineer,2019-03-07,false
u528,e497,Data Analyst,2021-02-03,true
u1568,e80,Intern,2016-10-25,false
u199,e370,Tech Lead,2018-09-17,true
u13,e247,DevOps Engineer,2020-03-23,true
u444,e490,Engineering Manager,2018-04-11,true
u1697,e161,Consultant,2015-11-09,false
u1567,e255,Tech Lead,2021-12-01,false
u1557,e101,Tech Lead,2019-07-30,true
u863,e420,Business Analyst,2023-08-05,false
u678,e164,Business Analyst,2020-04-15,false
u1077,e259,Consultant,2023-07-02,false
u198,e91,UX Designer,2022-03-23,false
u1539,e231,CTO,2019-05-09,true
u1554,e108,QA Engineer,2019-12-04,false
u139,e484,Software Engineer,2024-04-30,true
u684,e148,DevOps Engineer,2022-07-30,false
u758,e321,Director of Engineering,2024-12-30,false
u1152,e325,Junior Developer,2017-12-02,true
u1229,e273,Business Analyst,2017-05-11,true
u1507,e187,QA Engineer,2018-07-23,true
u1167,e151,Software Engineer,2017-09-07,true
u511,e30,Tech Lead,2019-03-25,true
u1419,e44,Director of Engineering,2024-05-14,false
u1259,e44,QA Engineer,2020-02-29,false
u1920,e229,Director of Engineering,2016-10-28,false
u1805,e392,Director of Engineering,2023-01-24,true
u1141,e175,Software Engineer,2015-04-06,true
u1693,e197,Junior Developer,2024-05-01,false
u340,e237,Software Engineer,2016-05-17,true
u1517,e130,Intern,2019-02-01,false
u1014,e357,Junior Developer,2018-12-17,false
u1666,e362,CTO,2019-12-05,true
u1802,e272,UX Designer,2016-08-30,true
u491,e387,QA Engineer,2022-11-24,true
u1469,e405,Product Owner,2018-06-01,true
u1557,e128,Engineering Manager,2023-03-08,true
u8,e86,Business Analyst,2021-07-25,true
u526,e384,DevOps Engineer,2023-01-05,false
u1895,e88,UX Designer,2018-01-10,false
u836,e251,Data Analyst,2020-08-08,true
u1465,e359,Engineering Manager,2021-04-24,false
u1785,e262,QA Engineer,2022-02-27,true
u1220,e133,Data Analyst,2017-08-09,false
u1534,e219,Senior Developer,2023-03-16,true
u930,e254,Software Engineer,2018-08-07,true
u1312,e306,Intern,2020-06-16,true
u1675,e208,Junior Developer,2017-05-18,false
u73,e114,Product Owner,2020-09-09,true
u1069,e334,Product Owner,2018-05-14,true
u406,e17,Senior Developer,2019-01-01,true
u1235,e69,Engineering Manager,2016-10-21,true
u1651,e237,Engineering Manager,2021-02-07,false
u253,e25,Junior Developer,2023-10-20,true
u1333,e392,Data Analyst,2015-01-13,true
u1924,e95,Product Owner,2023-12-19,false
u459,e464,Data Analyst,2024-04-03,false
u672,e370,DevOps Engineer,2020-06-18,false
u1551,e288,DevOps Engineer,2022-12-06,false
u772,e252,Business Analyst,2022-10-27,false
u1224,e465,Data Analyst,2021-01-27,true
u1311,e7,Data Analyst,2023-09-04,false
u530,e114,Director of Engineering,2015-03-21,true
u1798,e254,QA Engineer,2018-08-31,false
u294,e37,Senior Developer,2024-12-06,false
u414,e19,Business Analyst,2023-09-18,true
u898,e96,Business Analyst,2016-12-16,false
u290,e384,Software Engineer,2015-02-15,false
u1294,e404,Tech Lead,2022-07-17,true
u1850,e338,Engineering Manager,2019-09-22,false
u1479,e238,Software Engineer,2023-03-19,false
u160,e110,Business Analyst,2018-10-24,false
u871,e119,UX Designer,2015-10-30,true
u1758,e336,Intern,2016-08-20,true
u973,e290,DevOps Engineer,2023-01-18,true
u885,e75,Data Analyst,2016-10-20,false
u483,e44,Intern,2018-11-24,true
u1027,e42,UX Designer,2024-01-07,false
u100,e327,CTO,2018-12-08,false
u568,e284,Director of Engineering,2024-02-09,false
u557,e250,Director of Engineering,2019-04-02,true
u680,e22,QA Engineer,2024-04-28,false
u1954,e94,Data Analyst,2018-11-30,false
u217,e442,Software Engineer,2017-03-11,true
u1613,e399,Tech Lead,2017-12-07,false
u518,e195,Engineering Manager,2022-01-01,true
u1383,e475,Senior Developer,2020-02-18,true
u1055,e75,Intern,2020-12-22,false
u678,e476,QA Engineer,2024-08-17,false
u1118,e300,Director of Engineering,2023-11-26,false
u1388,e377,CTO,2023-10-25,true
u341,e438,Director of Engineering,2017-08-30,false
u1942,e123,Director of Engineering,2019-07-28,true
u890,e6,CTO,2020-12-02,true
u1336,e202,Junior Developer,2018-03-29,false
u1526,e19,Intern,2019-12-30,true
u1860,e270,Product Owner,2019-09-21,false
u46,e159,Senior Developer,2024-06-18,false
u379,e238,Engineering Manager,2024-01-15,true
u379,e252,Data Analyst,2016-05-19,true
u1439,e485,Tech Lead,2021-12-25,true
u1031,e493,Business Analyst,2018-05-14,false
u1163,e499,Data Analyst,2020-10-10,false
u610,e147,Product Owner,2023-02-12,true
u1619,e68,Product Owner,2021-04-20,true
u1687,e163,Engineering Manager,2021-03-27,true
u477,e24,Engineering Manager,2015-07-24,true
u501,e212,QA Engineer,2022-03-03,true
u1654,e16,Engineering Manager,2021-03-30,true
u1373,e103,UX Designer,2019-06-17,true
u471,e498,DevOps Engineer,2021-02-11,true
u1480,e193,Senior Developer,2020-04-10,false
u1947,e225,QA Engineer,2018-06-21,true
u1618,e87,Director of Engineering,2015-08-26,true
u1571,e148,Director of Engineering,2019-01-18,false
u568,e480,Intern,2015-05-14,false
u1959,e471,CTO,2016-11-22,true
u281,e148,Product Owner,2015-01-05,false
u1667,e327,CTO,2024-03-17,false
u223,e109,Software Engineer,2017-10-18,false
u650,e64,Engineering Manager,2022-03-25,true
u1240,e54,CTO,2023-11-22,true
u1589,e154,Business Analyst,2018-03-15,true
u1529,e230,Director of Engineering,2020-05-19,false
u1816,e292,Senior Developer,2024-01-14,false
u1228,e144,Director of Engineering,2024-12-03,false
u496,e131,Intern,2023-10-13,true
u34,e386,Consultant,2022-10-24,true
u1250,e143,CTO,2015-01-25,true
u519,e368,Senior Developer,2024-10-31,true
u550,e487,QA Engineer,2016-08-19,false
u359,e341,Director of Engineering,2024-11-28,false
u1131,e424,QA Engineer,2016-04-05,true
u164,e290,UX Designer,2015-10-31,false
u809,e255,Data Analyst,2024-09-07,false
u1715,e429,UX Designer,2015-12-06,false
u1354,e15,Product Owner,2016-07-13,true
u383,e184,Business Analyst,2023-01-16,false
u932,e442,QA Engineer,2023-07-23,false
u1647,e444,Senior Developer,2020-12-18,false
u1987,e495,UX Designer,2015-12-18,false
u339,e180,DevOps Engineer,2020-09-29,true
u1727,e427,Business Analyst,2023-06-29,true
u1649,e374,Junior Developer,2020-04-18,true
u734,e233,Product Owner,2019-12-14,false
u1214,e239,Director of Engineering,2019-10-31,true
u1942,e374,DevOps Engineer,2021-12-06,false
u586,e61,Junior Developer,2017-09-13,false
u1181,e24,UX Designer,2019-05-08,false
u1662,e405,UX Designer,2021-01-11,false
u700,e217,Tech Lead,2020-08-14,true
u463,e302,UX Designer,2016-12-20,true
u534,e474,Product Owner,2018-02-18,false
u1138,e360,Consultant,2018-01-19,true
u1770,e294,Data Analyst,2024-08-01,false
u50,e423,Software Engineer,2019-07-30,false
u79,e180,Data Analyst,2024-12-19,true
u1275,e48,Director of Engineering,2017-08-04,true
u1543,e298,Tech Lead,2015-07-03,true
u1199,e42,Tech Lead,2016-12-27,false
u255,e255,Tech Lead,2023-11-01,false
u427,e48,Product Owner,2018-09-11,false
u44,e315,DevOps Engineer,2023-04-10,false
u366,e395,Consultant,2017-10-13,true
u1623,e285,Junior Developer,2017-08-11,false
u993,e365,Senior Developer,2018-10-14,true
u22,e482,Product Owner,2024-08-28,false
u1957,e152,Junior Developer,2017-05-12,false
u1182,e312,DevOps Engineer,2021-06-02,true
u474,e434,Engineering Manager,2016-06-02,false
u1888,e205,Director of Engineering,2019-11-18,false
u1991,e79,Engineering Manager,2019-04-28,true
u1550,e176,Tech Lead,2019-03-20,false
u1404,e265,Product Owner,2021-07-13,false
u466,e192,Senior Developer,2023-07-27,false
u643,e287,Director of Engineering,2020-02-12,false
u1979,e424,Senior Developer,2020-12-21,false
u478,e226,Business Analyst,2018-03-19,true
u1354,e308,Consultant,2016-01-01,false
u1414,e339,Data Analyst,2022-11-20,true
u502,e349,UX Designer,2021-12-22,true
u749,e266,DevOps Engineer,2016-11-01,false
u170,e32,Intern,2018-03-11,true
u173,e180,Director of Engineering,2016-02-21,true
u1635,e60,Software Engineer,2016-02-16,false
u81,e170,Data Analyst,2023-03-15,false
u900,e198,Intern,2024-05-17,true
u1218,e485,Junior Developer,2018-05-26,true
u1158,e170,UX Designer,2018-08-27,true
u1260,e415,Senior Developer,2015-06-08,true
u1518,e254,Junior Developer,2015-03-19,true
u325,e118,Software Engineer,2020-09-21,true
u459,e204,DevOps Engineer,2015-11-12,false
u446,e303,Business Analyst,2021-02-25,false
u1929,e464,UX Designer,2016-09-09,false
u1157,e102,Junior Developer,2017-05-18,true
u171,e294,DevOps Engineer,2022-06-06,false
u163,e491,Junior Developer,2018-07-23,false
u1823,e444,UX Designer,2017-12-02,true
u1038,e376,QA Engineer,2023-02-06,true
u1856,e259,Software Engineer,2017-02-06,true
u1840,e143,Business Analyst,2022-05-07,true
u1592,e411,Data Analyst,2023-06-24,false
u1215,e243,Engineering Manager,2020-08-09,true
u1155,e193,Business Analyst,2017-02-25,false
u1226,e359,Senior Developer,2023-07-27,false
u1248,e176,Business Analyst,2022-01-13,false
u1496,e440,UX Designer,2022-07-16,true
u441,e371,Director of Engineering,2024-04-19,false
u183,e311,Junior Developer,2019-01-20,false
u1751,e403,Engineering Manager,2015-02-25,true
u1709,e147,Intern,2022-07-25,true
u1375,e434,Junior Developer,2016-03-05,false
u62,e52,Product Owner,2020-06-06,false
u920,e227,CTO,2019-12-04,true
u1743,e417,Intern,2016-03-31,true
u1163,e452,Tech Lead,2023-07-09,true
u798,e194,Consultant,2024-05-12,false
u998,e97,UX Designer,2020-11-13,true
u428,e239,Product Owner,2024-09-27,false
u531,e370,QA Engineer,2016-05-13,true
u1571,e141,DevOps Engineer,2020-02-01,true
u1798,e414,Junior Developer,2021-10-30,true
u457,e476,Consultant,2017-09-24,false
u1549,e342,Data Analyst,2023-12-19,true
u341,e154,CTO,2015-10-24,false
u1031,e222,Software Engineer,2021-02-24,true
u1740,e57,Intern,2023-05-10,false
u594,e283,Data Analyst,2021-04-06,true
u1455,e94,QA Engineer,2022-12-30,true
u253,e251,Product Owner,2021-12-30,true
u13,e239,QA Engineer,2016-02-17,true
u1752,e229,Software Engineer,2018-05-23,true
u199,e103,Senior Developer,2024-03-07,true
u1380,e41,DevOps Engineer,2024-09-02,true
u856,e54,Tech Lead,2017-09-12,true
u1993,e248,Engineering Manager,2024-12-22,false
u124,e149,QA Engineer,2016-04-21,false
u676,e310,Intern,2022-02-03,false
u1095,e214,Product Owner,2020-12-20,true
u1403,e401,UX Designer,2021-07-19,false
u385,e393,Data Analyst,2019-11-04,false
u544,e29,Product Owner,2017-02-14,false
u38,e49,Intern,2018-06-30,true
u1077,e216,Consultant,2023-01-12,true
u1310,e231,Data Analyst,2024-12-31,true
u314,e269,Engineering Manager,2021-05-13,true
u168,e314,Engineering Manager,2024-06-29,false
u887,e292,Engineering Manager,2023-03-17,false
u1218,e436,QA Engineer,2024-03-11,false
u186,e354,Senior Developer,2018-04-13,true
u387,e200,Intern,2017-09-08,true
u40,e225,Senior Developer,2017-11-23,false
u246,e264,Software Engineer,2015-11-23,true
u704,e322,Product Owner,2024-08-08,false
u1359,e175,CTO,2019-10-10,true
u1864,e306,DevOps Engineer,2019-07-14,true
u1842,e156,Business Analyst,2024-03-11,false
u1771,e81,Director of Engineering,2021-09-18,true
u1035,e153,QA Engineer,2024-03-15,true
u161,e28,DevOps Engineer,2017-03-02,true
u1743,e285,Engineering Manager,2022-05-16,true
u1257,e55,Engineering Manager,2023-07-09,false
u1495,e250,Director of Engineering,2017-04-16,true
u241,e101,Director of Engineering,2022-01-15,true
u760,e253,Product Owner,2024-12-07,true
u189,e201,Software Engineer,2019-07-04,true
u541,e234,UX Designer,2017-12-26,true
u1726,e468,UX Designer,2020-12-22,false
u1639,e413,QA Engineer,2019-08-27,false
u1024,e96,Director of Engineering,2019-06-24,true
u1745,e72,Engineering Manager,2016-10-15,true
u1787,e241,QA Engineer,2018-10-31,false
u1244,e117,Director of Engineering,2022-01-22,false
u896,e36,Product Owner,2019-10-14,false
u1106,e498,Business Analyst,2016-03-27,true
u305,e77,Director of Engineering,2024-04-23,true
u320,e481,Junior Developer,2019-02-28,true
u161,e314,UX Designer,2015-10-03,false
u1827,e423,Data Analyst,2023-09-10,true
u1667,e171,Engineering Manager,2024-06-05,false
u217,e384,Junior Developer,2023-03-20,true
u475,e82,Software Engineer,2024-03-17,true
u867,e126,Product Owner,2024-06-19,false
u1587,e42,Data Analyst,2020-11-05,false
u1513,e104,Engineering Manager,2024-07-24,true
u59,e183,Product Owner,2015-01-09,true
u488,e201,Intern,2020-02-21,false
u591,e295,Director of Engineering,2021-06-26,false
u1729,e287,Business Analyst,2016-09-15,true
u511,e325,Tech Lead,2017-01-18,false
u560,e452,QA Engineer,2018-07-03,true
u359,e303,Product Owner,2019-11-01,false
u966,e253,Senior Developer,2024-06-09,false
u1089,e74,QA Engineer,2021-11-19,true
u1624,e255,QA Engineer,2019-05-03,true
u800,e148,CTO,2018-11-30,false
u830,e13,CTO,2018-06-14,false
u1848,e239,Tech Lead,2017-12-26,true
u26,e191,Business Analyst,2019-11-15,false
u1189,e171,UX Designer,2018-10-20,true
u1426,e278,Director of Engineering,2015-11-19,true
u132,e456,Senior Developer,2023-03-21,false
u515,e101,Junior Developer,2016-11-03,true
u91,e128,Tech Lead,2023-07-20,false
u322,e147,Director of Engineering,2019-06-06,false
u1253,e393,DevOps Engineer,2020-07-28,false
u1802,e233,Junior Developer,2015-11-10,true
u992,e482,Junior Developer,2018-03-19,false
u861,e79,Product Owner,2021-04-09,true
u802,e382,Data Analyst,2021-07-29,false
u1757,e156,Junior Developer,2017-07-08,true
u144,e396,Tech Lead,2023-04-05,true
u1893,e375,CTO,2015-02-20,false
u367,e382,Senior Developer,2018-07-16,true
u698,e382,Senior Developer,2020-09-01,true
u896,e144,Product Owner,2017-05-31,true
u1154,e60,Product Owner,2019-03-28,false
u1613,e434,Senior Developer,2016-12-06,false
u955,e217,DevOps Engineer,2023-10-23,true
u206,e40,QA Engineer,2022-09-11,true
u5,e397,Consultant,2019-10-02,false
u901,e21,Engineering Manager,2020-10-10,false
u779,e136,Consultant,2022-03-26,true
