usuario_id,empleo_id,fecha_postulacion,estado,carta_presentacion
u122,j270,2025-06-15,revisado,true
u1240,j185,2023-12-21,rechazado,true
u273,j636,2023-05-16,rechazado,true
u1189,j184,2022-05-04,contratado,true
u1943,j89,2026-02-08,revisado,true
u8,j53,2023-06-07,contratado,true
u185,j308,2022-01-18,pendiente,true
u849,j429,2024-01-09,contratado,false
u1221,j101,2024-02-14,pendiente,false
u1104,j3,2025-10-31,contratado,true
u1516,j378,2024-07-13,contratado,false
u975,j569,2022-02-22,pendiente,false
u2023,j85,2025-07-26,rechazado,true
u325,j606,2024-11-26,pendiente,true
u1020,j586,2026-07-07,pendiente,false
u2118,j479,2026-08-25,rechazado,true
u1188,j331,2026-02-19,revisado,false
u1677,j353,2024-03-03,rechazado,false
u1307,j208,2025-11-28,pendiente,false
u21,j17,2024-08-24,rechazado,false
u750,j643,2022-01-06,rechazado,true
u1279,j442,2022-07-17,pendiente,false
u797,j644,2025-12-12,revisado,false
u1791,j345,2023-09-20,contratado,true
u656,j475,2025-04-10,revisado,false
u301,j27,2025-01-01,pendiente,false
u920,j191,2024-08-27,revisado,true
u2193,j362,2022-12-15,revisado,true
u127,j210,2026-08-16,contratado,true
u1557,j111,2026-06-06,revisado,true
u1978,j222,2026-01-18,pendiente,false
u961,j644,2025-04-02,contratado,false
u1734,j174,2025-08-26,contratado,true
u1632,j34,2023-01-27,pendiente,false
u901,j534,2023-07-12,revisado,false
u848,j148,2022-09-08,contratado,true
u1360,j68,2026-01-22,contratado,true
u1908,j231,2023-10-02,contratado,true
u928,j113,2024-02-22,revisado,false
u2154,j183,2025-01-02,pendiente,true
u2046,j249,2025-01-21,pendiente,false
u2107,j640,2024-07-15,revisado,true
u2130,j552,2026-06-07,contratado,false
u2091,j497,2025-06-04,rechazado,false
u317,j91,2022-01-11,contratado,true
u91,j38,2023-04-23,contratado,true
u1973,j364,2025-08-04,revisado,false
u1879,j334,2024-12-08,contratado,true
u1690,j627,2026-04-12,pendiente,true
u1086,j236,2026-11-14,rechazado,false
u522,j274,2025-08-10,revisado,true
u2026,j463,2026-10-18,pendiente,true
u1331,j150,2022-12-15,rechazado,false
u1130,j380,2023-08-05,revisado,false
u1252,j327,2026-07-16,contratado,false
u1689,j511,2024-10-31,contratado,false
u336,j278,2026-11-04,revisado,true
u1963,j614,2024-09-27,revisado,true
u2142,j452,2024-02-27,contratado,false
u347,j76,2022-05-17,rechazado,false
u1097,j479,2022-02-26,revisado,true
u1516,j368,2025-04-29,revisado,true
u1552,j600,2026-09-30,rechazado,false
u1379,j144,2025-05-04,pendiente,true
u2181,j20,2023-07-25,rechazado,true
u383,j427,2022-11-04,revisado,true
u1462,j405,2024-09-20,pendiente,true
u2091,j588,2022-02-21,contratado,true
u845,j268,2023-11-04,contratado,true
u1554,j554,2023-01-25,revisado,true
u1855,j106,2023-09-18,rechazado,false
u249,j156,2024-07-19,pendiente,true
u259,j293,2022-10-24,contratado,false
u106,j285,2022-03-23,pendiente,true
u1494,j70,2022-01-16,rechazado,false
u478,j182,2023-09-18,rechazado,true
u1817,j117,2024-05-19,contratado,true
u689,j78,2024-03-05,contratado,true
u520,j227,2025-08-25,revisado,false
u847,j561,2022-09-04,pendiente,true
u1341,j497,2026-08-25,contratado,false
u454,j550,2025-11-25,rechazado,false
u1126,j61,2024-07-09,revisado,false
u1774,j370,2023-10-23,rechazado,true
u1445,j486,2024-12-29,pendiente,true
u295,j570,2024-08-06,rechazado,false
u756,j418,2026-07-05,contratado,true
u271,j300,2022-11-12,pendiente,true
u407,j429,2025-10-22,pendiente,false
u711,j135,2023-09-30,pendiente,true
u1832,j229,2022-07-17,revisado,false
u1096,j540,2025-06-14,contratado,true
u1828,j405,2022-10-24,contratado,false
u1098,j553,2024-02-10,revisado,false
u343,j323,2026-06-06,pendiente,true
u702,j516,2024-03-22,revisado,true
u1273,j622,2025-09-26,contratado,true
u1837,j127,2023-03-03,rechazado,false
u1918,j271,2022-04-01,revisado,false
u373,j594,2023-01-04,contratado,true
u796,j614,2025-09-19,pendiente,true
u1313,j362,2023-12-27,rechazado,true
u2186,j25,2025-02-05,rechazado,true
u1037,j633,2025-10-26,revisado,true
u1695,j467,2025-07-18,pendiente,false
u440,j108,2022-07-15,revisado,true
u1774,j590,2024-02-01,pendiente,true
u129,j367,2025-01-29,rechazado,true
u1278,j57,2023-10-24,pendiente,false
u664,j342,2024-06-14,contratado,false
u1240,j32,2024-11-13,pendiente,false
u1812,j390,2024-04-04,revisado,false
u714,j502,2025-06-11,revisado,true
u669,j360,2026-06-30,rechazado,true
u1556,j460,2024-08-14,contratado,false
u104,j241,2022-07-09,pendiente,false
u447,j33,2025-06-24,rechazado,false
u2082,j67,2024-09-17,rechazado,false
u514,j388,2026-12-20,rechazado,true
u100,j36,2022-04-11,revisado,true
u2147,j34,2025-01-19,revisado,true
u1102,j327,2024-06-23,contratado,false
u997,j165,2022-12-22,pendiente,true
u1568,j460,2025-01-21,rechazado,true
u1477,j504,2026-06-17,revisado,false
u872,j266,2023-08-23,revisado,true
u1267,j240,2023-07-30,rechazado,true
u96,j30,2025-09-19,rechazado,false
u2184,j581,2026-05-06,pendiente,true
u2115,j20,2024-10-24,pendiente,false
u632,j592,2024-02-07,contratado,false
u515,j42,2025-11-04,revisado,false
u1888,j531,2024-12-06,contratado,true
u480,j192,2023-11-29,rechazado,true
u1893,j149,2025-01-09,rechazado,true
u1113,j350,2026-04-28,revisado,true
u1614,j622,2025-04-17,revisado,true
u1161,j66,2024-10-28,pendiente,true
u54,j181,2025-07-08,revisado,false
u1232,j285,2024-04-05,contratado,false
u1706,j598,2026-02-18,revisado,true
u1259,j512,2025-09-03,rechazado,false
u1762,j261,2023-10-17,contratado,false
u619,j345,2025-03-11,revisado,true
u1779,j591,2025-07-18,pendiente,true
u1016,j303,2023-11-18,revisado,true
u458,j592,2022-06-15,contratado,false
u2058,j537,2025-10-14,revisado,true
u1257,j500,2023-07-29,revisado,false
u2024,j466,2026-04-24,pendiente,false
u1743,j564,2024-04-06,contratado,true
u544,j0,2024-08-06,contratado,false
u611,j229,2025-10-08,contratado,false
u609,j224,2025-07-10,contratado,false
u429,j423,2023-03-19,pendiente,true
u1480,j444,2024-05-31,revisado,false
u1736,j327,2026-04-25,revisado,true
u663,j316,2023-01-03,pendiente,false
u1419,j569,2023-12-04,revisado,true
u2053,j420,2023-09-22,contratado,false
u1052,j40,2024-06-02,pendiente,true
u2048,j145,2022-10-01,revisado,true
u987,j189,2025-11-24,rechazado,false
u801,j137,2022-03-07,rechazado,false
u1074,j187,2023-09-05,pendiente,false
u1642,j322,2025-06-12,rechazado,false
u762,j44,2024-07-06,pendiente,true
u2079,j61,2022-08-29,revisado,true
u240,j471,2024-03-05,rechazado,false
u1871,j46,2022-04-05,contratado,true
u993,j617,2026-11-17,pendiente,true
u1248,j644,2025-04-07,rechazado,true
u1587,j510,2023-04-20,contratado,true
u225,j5,2026-01-11,revisado,false
u441,j631,2022-06-01,contratado,true
u515,j347,2023-04-29,revisado,false
u1297,j116,2022-11-22,revisado,false
u194,j89,2023-05-12,pendiente,true
u1977,j220,2025-01-22,contratado,false
u529,j284,2023-04-06,rechazado,true
u1996,j535,2023-07-04,rechazado,false
u510,j222,2026-03-25,rechazado,false
u2128,j45,2022-09-06,revisado,true
u1210,j250,2022-09-14,contratado,true
u1552,j285,2026-02-09,contratado,false
u1005,j0,2023-05-10,pendiente,false
u79,j196,2022-05-01,revisado,false
u1832,j176,2022-09-09,rechazado,false
u58,j104,2023-07-05,pendiente,false
u1438,j37,2022-02-12,pendiente,false
u1940,j306,2024-10-17,revisado,false
u770,j141,2024-07-14,revisado,true
u579,j442,2025-06-18,contratado,false
u847,j248,2022-02-20,revisado,false
u2197,j196,2026-11-13,rechazado,true
u28,j359,2022-05-03,rechazado,false
u472,j24,2026-05-25,rechazado,false
u564,j307,2024-05-28,contratado,false
u396,j540,2022-06-16,contratado,true
u209,j390,2025-06-15,pendiente,false
u1736,j83,2022-04-05,revisado,true
u1021,j372,2023-05-23,rechazado,false
u566,j350,2023-07-20,revisado,false
u279,j257,2023-10-29,contratado,false
u1774,j562,2026-07-02,pendiente,false
u1843,j129,2023-07-01,contratado,false
u1917,j454,2025-09-02,rechazado,true
u1857,j185,2026-05-19,revisado,true
u2025,j191,2024-10-26,contratado,false
u2106,j563,2023-11-24,contratado,false
u226,j513,2024-03-13,contratado,true
u956,j466,2022-01-30,pendiente,true
u61,j295,2025-05-21,rechazado,false
u1357,j255,2026-12-29,pendiente,true
u306,j147,2024-03-23,revisado,false
u2152,j28,2024-02-11,revisado,false
u201,j21,2026-08-27,revisado,false
u230,j95,2022-11-19,contratado,true
u1812,j355,2023-07-22,revisado,false
u1966,j145,2024-09-03,contratado,true
u485,j506,2023-05-04,contratado,true
u1120,j353,2026-04-06,contratado,true
u1359,j294,2022-03-31,rechazado,false
u116,j229,2023-12-26,pendiente,false
u1406,j54,2026-03-30,contratado,false
u1468,j644,2026-08-31,pendiente,true
u1879,j12,2025-03-23,pendiente,true
u998,j536,2023-11-27,revisado,true
u349,j294,2022-01-06,contratado,false
u1692,j283,2025-09-26,contratado,false
u2127,j591,2024-01-02,revisado,false
u128,j160,2026-01-20,rechazado,false
u1898,j303,2025-12-10,contratado,false
u1398,j633,2026-06-09,rechazado,false
u190,j310,2026-07-12,contratado,true
u1809,j647,2026-05-21,pendiente,false
u475,j57,2026-01-08,revisado,true
u791,j563,2024-06-17,rechazado,false
u945,j61,2025-01-02,rechazado,true
u873,j286,2025-12-21,contratado,true
u273,j639,2025-08-14,contratado,false
u783,j606,2025-11-03,rechazado,true
u1115,j494,2022-04-16,contratado,true
u82,j55,2026-11-05,contratado,false
u791,j27,2026-06-11,revisado,false
u73,j412,2026-04-15,rechazado,false
u242,j143,2024-07-18,pendiente,true
u1481,j185,2025-06-11,contratado,true
u1101,j260,2022-04-08,rechazado,true
u240,j357,2024-07-25,contratado,false
u648,j603,2023-05-31,revisado,true
u196,j200,2023-08-09,pendiente,true
u1567,j595,2023-11-16,pendiente,false
u599,j329,2023-05-26,contratado,true
u145,j397,2024-09-17,contratado,true
u735,j101,2025-09-17,contratado,false
u1541,j38,2024-09-11,pendiente,false
u2164,j229,2025-07-18,pendiente,true
u1991,j454,2026-06-02,revisado,false
u1111,j608,2022-09-25,rechazado,false
u963,j317,2025-04-01,rechazado,true
u531,j280,2023-05-22,pendiente,false
u2067,j532,2026-12-28,contratado,false
u1941,j642,2023-07-21,revisado,false
u1138,j277,2026-03-30,revisado,false
u2084,j401,2026-04-05,contratado,true
u1795,j589,2024-04-25,pendiente,true
u530,j151,2025-10-24,contratado,true
u309,j608,2024-11-27,rechazado,true
u531,j557,2024-11-10,contratado,false
u1266,j559,2022-08-30,pendiente,true
u1639,j216,2023-09-24,rechazado,false
u215,j181,2024-06-17,revisado,true
u794,j561,2026-10-09,rechazado,true
u1343,j399,2022-08-30,revisado,false
u160,j418,2023-11-12,revisado,false
u2182,j168,2025-12-01,contratado,true
u1091,j88,2022-11-07,revisado,false
u1152,j414,2024-12-25,revisado,true
u981,j182,2024-12-15,rechazado,true
u793,j526,2022-06-13,rechazado,false
u1316,j483,2022-12-12,contratado,false
u1119,j31,2023-11-25,contratado,true
u564,j103,2023-11-27,rechazado,false
u2115,j477,2023-08-29,revisado,false
u371,j393,2026-07-08,pendiente,false
u488,j243,2022-10-14,rechazado,false
u1363,j37,2022-07-27,revisado,true
u1703,j316,2025-07-13,revisado,true
u225,j43,2026-09-23,pendiente,true
u1883,j104,2024-11-26,contratado,false
u1626,j580,2023-12-11,rechazado,false
u146,j166,2025-12-17,rechazado,true
u2052,j193,2023-02-11,revisado,true
u2038,j110,2024-11-11,revisado,false
u2049,j112,2024-06-09,rechazado,true
u941,j300,2025-09-25,revisado,false
u494,j449,2024-03-04,revisado,false
u2057,j122,2022-04-12,revisado,true
u444,j361,2025-03-31,revisado,false
u185,j418,2024-03-07,contratado,true
u550,j430,2026-02-19,rechazado,false
u441,j248,2025-06-18,pendiente,true
u1695,j623,2022-01-25,pendiente,false
u1139,j561,2025-10-04,pendiente,true
u1176,j315,2025-03-14,revisado,false
u368,j64,2023-10-08,rechazado,false
u911,j630,2026-02-15,rechazado,false
u1832,j358,2025-07-16,revisado,false
u29,j420,2025-02-02,contratado,false
u469,j388,2026-03-17,rechazado,true
u1956,j383,2024-04-12,pendiente,false
u1519,j321,2026-06-02,revisado,false
u762,j74,2026-03-24,rechazado,true
u908,j315,2024-03-30,pendiente,true
u1883,j636,2026-07-08,revisado,true
u1132,j116,2023-10-22,rechazado,true
u1389,j111,2026-04-30,rechazado,true
u439,j632,2025-12-26,rechazado,false
u1710,j351,2026-05-09,revisado,false
u614,j573,2022-06-08,revisado,false
u1531,j198,2023-02-19,contratado,true
u1740,j185,2022-10-05,revisado,false
u212,j278,2025-10-16,revisado,true
u935,j615,2026-03-15,pendiente,false
u760,j194,2026-02-20,pendiente,true
u1052,j370,2024-04-25,revisado,false
u689,j97,2023-06-08,pendiente,true
u933,j283,2025-11-14,revisado,false
u141,j622,2026-07-18,revisado,false
u918,j636,2026-12-30,revisado,false
u1482,j185,2024-05-07,pendiente,true
u316,j259,2023-02-11,pendiente,true
u591,j253,2022-02-07,revisado,true
u653,j634,2026-10-12,contratado,true
u1256,j606,2024-08-08,pendiente,false
u1299,j643,2023-11-22,contratado,false
u317,j506,2024-12-03,contratado,false
u194,j88,2026-04-03,contratado,true
u1060,j82,2023-07-11,rechazado,true
u357,j490,2023-03-03,revisado,false
u574,j99,2022-10-25,pendiente,true
u897,j323,2023-12-25,revisado,true
u2113,j180,2022-01-25,pendiente,true
u780,j394,2025-07-04,revisado,true
u205,j38,2025-10-06,contratado,false
u2127,j35,2026-09-28,contratado,true
u1978,j600,2024-12-02,revisado,true
u850,j500,2024-06-06,pendiente,true
u1051,j402,2026-10-02,revisado,true
u946,j182,2024-04-27,contratado,true
u859,j368,2022-08-03,pendiente,true
u1653,j256,2024-07-25,rechazado,false
u558,j48,2024-08-01,contratado,true
u1952,j123,2024-04-03,contratado,true
u208,j491,2025-07-17,rechazado,true
u1581,j305,2023-07-05,contratado,false
u1660,j122,2023-09-06,contratado,false
u1149,j7,2024-03-19,pendiente,true
u2199,j417,2025-12-13,revisado,true
u2082,j552,2025-05-23,pendiente,false
u1271,j447,2025-07-27,pendiente,false
u1159,j107,2026-03-30,rechazado,true
u1461,j128,2023-10-21,contratado,true
u1365,j260,2026-01-01,rechazado,true
u252,j533,2022-10-23,pendiente,false
u1510,j467,2023-01-20,rechazado,false
u1426,j73,2024-08-25,revisado,false
u634,j568,2024-11-12,revisado,true
u528,j508,2024-08-14,revisado,true
u1859,j570,2025-03-26,contratado,false
u1808,j461,2025-05-19,contratado,false
u1184,j420,2023-11-13,rechazado,true
u2079,j472,2026-02-27,pendiente,true
u278,j209,2023-01-27,pendiente,false
u1745,j183,2022-04-03,pendiente,false
u1932,j132,2026-08-17,pendiente,true
u1977,j631,2024-10-27,rechazado,true
u1911,j627,2024-02-28,contratado,false
u1448,j404,2022-01-24,pendiente,false
u1008,j340,2026-10-08,pendiente,true
u1469,j333,2023-09-14,rechazado,false
u1703,j573,2025-03-01,pendiente,false
u756,j63,2024-03-29,rechazado,false
u501,j195,2025-07-21,pendiente,false
u1449,j619,2026-07-27,rechazado,true
u223,j503,2025-06-13,rechazado,true
u1412,j158,2024-02-15,contratado,true
u1952,j236,2024-01-26,pendiente,false
u904,j114,2023-04-10,revisado,true
u334,j238,2024-05-23,rechazado,false
u36,j623,2025-06-11,pendiente,false
u970,j588,2025-11-15,revisado,false
u1908,j102,2022-07-27,revisado,false
u1488,j629,2022-09-24,revisado,false
u149,j180,2024-12-16,revisado,false
u2072,j282,2024-09-14,revisado,true
u426,j445,2026-06-26,pendiente,false
u1681,j337,2026-10-09,contratado,true
u1890,j573,2022-07-27,rechazado,true
u653,j349,2025-12-02,contratado,false
u1878,j585,2024-06-05,revisado,false
u1417,j316,2023-06-03,contratado,false
u1495,j292,2026-06-16,contratado,false
u1422,j344,2022-01-31,contratado,true
u1790,j107,2023-09-28,pendiente,false
u1247,j554,2026-02-22,rechazado,true
u653,j70,2023-10-09,rechazado,false
u187,j230,2022-03-31,revisado,true
u948,j104,2025-11-21,contratado,true
u63,j378,2022-06-23,pendiente,false
u83,j209,2023-04-02,pendiente,false
u1929,j271,2024-10-28,revisado,true
u504,j24,2025-11-01,rechazado,false
u1045,j264,2025-08-10,rechazado,false
u387,j467,2022-07-18,rechazado,false
u1036,j155,2024-03-22,rechazado,false
u208,j568,2022-02-12,pendiente,true
u975,j492,2022-12-07,rechazado,false
u1148,j644,2025-12-21,pendiente,true
u1713,j610,2026-01-22,contratado,false
u128,j181,2026-01-04,rechazado,false
u1761,j17,2023-07-30,pendiente,true
u445,j186,2026-09-08,contratado,false
u1798,j646,2024-09-06,revisado,false
u928,j459,2026-04-09,pendiente,false
u516,j586,2025-09-01,contratado,false
u735,j296,2026-10-14,contratado,true
u1363,j100,2025-02-24,rechazado,true
u1851,j481,2022-09-19,contratado,false
u464,j78,2026-12-25,rechazado,false
u218,j381,2024-10-13,contratado,true
u1290,j500,2023-07-26,pendiente,true
u1677,j167,2024-06-01,contratado,false
u1628,j577,2022-08-15,revisado,true
u1128,j250,2022-02-16,pendiente,false
u624,j79,2023-07-18,rechazado,false
u1779,j34,2026-01-29,revisado,false
u162,j275,2025-10-12,revisado,true
u1227,j85,2024-02-06,pendiente,false
u2067,j29,2026-11-08,rechazado,false
u758,j584,2024-10-22,contratado,true
u501,j43,2024-06-25,contratado,false
u1012,j222,2022-04-15,pendiente,false
u361,j70,2026-05-23,rechazado,false
u1778,j121,2023-08-05,rechazado,false
u361,j508,2022-10-31,revisado,true
u1555,j533,2026-12-12,pendiente,true
u440,j574,2024-10-24,revisado,false
u1766,j522,2023-08-28,contratado,false
u905,j595,2026-05-22,contratado,true
u103,j80,2026-07-17,revisado,true
u717,j535,2026-03-27,pendiente,true
u2142,j9,2025-09-16,revisado,false
u1429,j468,2022-06-24,contratado,true
u870,j113,2025-07-24,revisado,true
u1680,j237,2025-02-08,pendiente,true
u1098,j580,2023-08-21,rechazado,true
u939,j526,2022-12-21,rechazado,true
u680,j459,2022-06-10,revisado,false
u1660,j434,2022-09-04,rechazado,true
u89,j388,2024-07-28,contratado,true
u1301,j518,2024-12-14,revisado,true
u1176,j201,2025-05-13,pendiente,false
u287,j286,2025-08-08,contratado,true
u1848,j414,2023-05-26,pendiente,true
u1335,j552,2023-05-14,contratado,false
u1331,j308,2026-06-12,contratado,false
u706,j424,2022-09-21,rechazado,true
u120,j108,2026-06-21,contratado,false
u1554,j474,2026-04-06,rechazado,false
u1338,j184,2025-03-07,rechazado,false
u503,j125,2023-12-02,revisado,false
u680,j218,2026-05-15,contratado,true
u1180,j178,2026-12-17,rechazado,true
u222,j287,2022-01-19,rechazado,true
u1841,j406,2022-05-21,revisado,false
u1838,j524,2022-12-24,rechazado,false
u734,j200,2023-09-20,revisado,false
u1758,j186,2025-08-13,revisado,false
u1459,j16,2025-04-16,rechazado,true
u1757,j324,2022-03-31,pendiente,false
u951,j116,2024-09-15,pendiente,true
u1071,j119,2023-08-29,revisado,true
u131,j629,2026-07-15,rechazado,false
u596,j248,2026-05-22,pendiente,true
u184,j508,2023-07-11,rechazado,true
u500,j372,2024-07-27,contratado,false
u918,j33,2024-08-14,contratado,false
u1928,j550,2023-12-05,rechazado,true
u862,j180,2025-06-07,revisado,false
u617,j503,2025-07-03,revisado,false
u1327,j365,2026-01-25,pendiente,true
u1862,j610,2024-06-19,contratado,false
u1412,j15,2025-10-18,revisado,false
u306,j572,2023-11-02,pendiente,true
u2196,j535,2022-01-14,revisado,false
u169,j1,2024-01-23,revisado,true
u1782,j333,2024-08-28,rechazado,false
u395,j415,2026-11-19,rechazado,false
u1130,j636,2022-08-27,contratado,true
u950,j269,2026-08-30,revisado,true
u511,j501,2025-11-18,contratado,false
u629,j629,2024-02-29,rechazado,false
u1405,j385,2024-11-30,contratado,false
u1589,j562,2022-01-09,revisado,false
u1445,j62,2024-12-11,rechazado,false
u1999,j205,2026-06-30,revisado,false
u1827,j454,2024-05-29,contratado,true
u821,j599,2023-08-05,rechazado,true
u23,j505,2025-06-22,revisado,false
u108,j108,2023-12-02,contratado,true
u952,j244,2025-04-03,pendiente,true
u937,j282,2022-03-05,pendiente,true
u1511,j110,2022-12-01,pendiente,true
u1668,j311,2024-03-07,pendiente,true
u1026,j312,2025-09-23,contratado,false
u411,j378,2022-04-10,contratado,false
u183,j461,2023-07-20,pendiente,false
u1269,j355,2023-08-09,contratado,false
u626,j349,2026-07-28,pendiente,true
u260,j457,2025-08-09,pendiente,true
u422,j155,2023-01-11,rechazado,true
u1149,j87,2023-03-26,contratado,true
u283,j260,2025-09-15,rechazado,false
u704,j470,2024-04-12,rechazado,true
u176,j439,2023-03-06,rechazado,true
u1305,j26,2026-11-18,rechazado,false
u1637,j75,2026-06-05,pendiente,false
u1426,j192,2026-04-08,rechazado,true
u1794,j625,2024-05-25,pendiente,true
u1547,j474,2023-04-23,pendiente,true
u1006,j208,2025-10-09,contratado,false
u703,j264,2026-06-21,rechazado,true
u782,j567,2023-04-15,rechazado,true
u1680,j41,2023-09-24,revisado,false
u699,j198,2026-11-06,rechazado,false
u1796,j476,2025-02-07,rechazado,true
u861,j123,2024-08-19,rechazado,false
u713,j634,2023-02-07,contratado,true
u387,j569,2025-06-17,rechazado,true
u1390,j23,2023-06-13,revisado,false
u1310,j11,2026-05-16,contratado,false
u1345,j587,2022-02-03,revisado,false
u1263,j571,2023-07-10,revisado,false
u1302,j464,2022-08-14,contratado,false
u108,j631,2023-08-30,revisado,false
u253,j628,2026-11-21,contratado,false
u841,j313,2026-11-15,rechazado,false
u1842,j197,2025-09-22,rechazado,false
u1830,j363,2022-02-13,contratado,true
u1771,j290,2026-09-25,revisado,false
u1231,j374,2025-10-02,rechazado,false
u1544,j339,2026-02-07,pendiente,true
u1521,j402,2024-05-07,contratado,true
u2036,j88,2024-10-12,revisado,true
u1722,j493,2024-06-13,contratado,false
u1934,j305,2022-10-22,revisado,false
u1077,j227,2026-08-26,revisado,false
u1879,j488,2023-06-21,rechazado,true
u1810,j447,2024-12-03,contratado,false
u2133,j585,2026-12-30,revisado,true
u255,j604,2025-11-19,pendiente,false
u289,j252,2023-11-02,revisado,false
u1378,j452,2025-05-27,pendiente,true
u1675,j30,2023-10-30,contratado,true
u1251,j351,2024-09-28,rechazado,true
u223,j467,2025-03-29,pendiente,false
u2131,j13,2025-06-18,revisado,false
u2183,j351,2023-03-07,pendiente,false
u398,j181,2026-02-04,contratado,false
u603,j68,2026-10-07,rechazado,false
u1824,j345,2026-10-01,pendiente,true
u1194,j556,2024-12-25,contratado,false
u46,j524,2023-12-10,revisado,false
u1009,j487,2023-09-19,contratado,false
u510,j386,2025-05-10,pendiente,false
u672,j325,2023-08-15,rechazado,false
u1022,j405,2025-07-30,pendiente,false
u1010,j508,2022-08-21,revisado,false
u1437,j373,2023-01-17,pendiente,false
u1096,j199,2024-04-20,rechazado,true
u1576,j595,2022-08-03,pendiente,false
u779,j501,2026-05-20,revisado,false
u1379,j589,2022-09-20,revisado,true
u1935,j195,2023-12-20,pendiente,false
u455,j82,2022-05-27,contratado,false
u1438,j443,2025-01-11,contratado,true
u1179,j30,2023-05-18,pendiente,false
u2100,j25,2026-12-25,rechazado,true
u345,j554,2022-12-22,pendiente,false
u1899,j388,2022-03-09,pendiente,false
u1345,j20,2022-04-01,rechazado,true
u1647,j424,2025-02-06,revisado,true
u950,j135,2024-03-27,pendiente,true
u1881,j526,2025-04-21,pendiente,true
u1982,j287,2024-04-18,revisado,false
u906,j162,2023-08-19,rechazado,false
u138,j541,2023-07-23,revisado,true
u1321,j452,2026-06-20,contratado,true
u571,j218,2022-01-06,rechazado,true
u365,j532,2025-12-30,contratado,false
u1630,j152,2022-08-07,rechazado,false
u1130,j617,2026-09-16,pendiente,true
u1253,j264,2025-08-04,contratado,true
u1569,j281,2025-06-30,contratado,true
u1368,j626,2025-03-18,contratado,true
u1855,j339,2024-07-21,contratado,true
u1913,j560,2025-11-02,contratado,false
u984,j466,2024-12-10,rechazado,true
u265,j602,2026-09-17,rechazado,false
u2165,j414,2022-03-19,revisado,true
u146,j191,2022-09-16,contratado,false
u1604,j73,2022-10-15,contratado,false
u809,j11,2026-11-05,pendiente,true
u1661,j219,2024-01-07,revisado,false
u1569,j113,2022-03-24,rechazado,false
u360,j234,2024-08-21,contratado,true
u349,j288,2024-08-11,rechazado,true
u820,j546,2024-04-24,revisado,false
u328,j517,2022-08-07,revisado,true
u49,j118,2022-03-29,revisado,true
u1522,j307,2024-08-25,rechazado,false
u741,j358,2023-04-01,pendiente,false
u934,j62,2022-02-12,rechazado,false
u1590,j360,2026-04-19,rechazado,false
u2144,j293,2023-01-03,pendiente,false
u2024,j646,2025-01-05,pendiente,false
u1508,j2,2026-03-17,rechazado,true
u1001,j407,2026-05-26,pendiente,true
u983,j554,2022-08-15,pendiente,false
u426,j581,2023-08-10,revisado,true
u867,j603,2025-09-20,pendiente,false
u675,j262,2022-11-28,pendiente,false
u1543,j414,2024-08-25,contratado,true
u30,j314,2026-12-08,rechazado,false
u203,j432,2026-08-21,pendiente,false
u1408,j616,2024-01-09,revisado,true
u145,j147,2022-12-11,rechazado,false
u1689,j387,2025-08-27,contratado,false
u864,j429,2023-11-08,revisado,false
u1441,j633,2023-09-01,rechazado,true
u1096,j195,2024-05-26,revisado,false
u422,j465,2026-12-06,contratado,false
u1293,j594,2024-05-26,pendiente,false
u1429,j17,2023-06-05,rechazado,true
u187,j530,2026-10-04,revisado,false
u504,j181,2024-06-05,rechazado,false
u327,j313,2022-11-17,revisado,false
u1630,j558,2024-12-30,rechazado,true
u657,j621,2025-12-14,pendiente,true
u1615,j65,2022-07-27,rechazado,false
u215,j388,2026-05-04,revisado,false
u1661,j323,2023-07-20,rechazado,true
u1577,j351,2023-01-01,pendiente,false
u239,j535,2025-05-07,contratado,true
u685,j249,2023-08-07,contratado,false
u1890,j41,2025-05-13,pendiente,true
u484,j576,2026-07-02,pendiente,false
u2150,j317,2022-06-09,revisado,true
u1651,j77,2025-10-17,rechazado,false
u35,j217,2026-08-27,contratado,false
u201,j549,2022-12-23,rechazado,true
u840,j444,2023-05-11,revisado,true
u1118,j448,2026-10-19,contratado,true
u2086,j576,2026-02-21,contratado,true
u82,j289,2022-10-17,rechazado,false
u2165,j429,2024-10-26,revisado,false
u228,j289,2022-12-03,contratado,false
u1309,j504,2026-02-17,contratado,true
u865,j246,2025-12-24,contratado,true
u1756,j612,2026-02-02,pendiente,false
u991,j528,2025-12-26,rechazado,true
u927,j539,2024-03-27,revisado,false
u1372,j70,2025-04-02,rechazado,false
u1702,j358,2024-09-23,pendiente,true
u963,j365,2023-08-17,revisado,false
u982,j350,2023-06-24,rechazado,false
u2075,j561,2024-09-24,revisado,true
u1788,j7,2026-09-27,contratado,false
u878,j267,2023-08-09,rechazado,false
u247,j221,2023-08-24,revisado,false
u2152,j593,2024-11-17,revisado,false
u317,j100,2023-02-02,revisado,true
u2129,j376,2026-08-31,rechazado,true
u1378,j599,2025-01-02,rechazado,false
u274,j603,2025-09-04,rechazado,false
u2037,j166,2026-12-21,contratado,true
u499,j152,2026-10-10,rechazado,false
u1333,j81,2026-12-17,revisado,false
u1066,j60,2025-01-29,revisado,true
u2006,j45,2026-06-22,revisado,false
u512,j202,2025-05-26,pendiente,false
u1989,j235,2022-08-30,rechazado,true
u1105,j554,2023-12-22,contratado,true
u1857,j233,2024-09-27,contratado,false
u662,j101,2024-06-13,pendiente,false
