usuario_id,empresa_id,fecha_seguimiento,notificaciones,motivo
u1975,e162,2026-10-06,false,interés general
u957,e126,2022-02-06,true,cliente potencial
u1423,e521,2021-04-21,true,posible empleador
u600,e460,2023-04-06,false,interés en la industria
u1121,e397,2026-04-30,false,trabajo actual
u569,e159,2026-01-16,false,ex empleador
u406,e145,2022-02-09,false,seguimiento de ofertas
u883,e189,2021-07-23,true,ex empleador
u1255,e263,2026-07-26,false,cliente potencial
u555,e388,2026-06-06,false,posible empleador
u1275,e530,2024-07-18,true,networking
u1890,e389,2026-09-08,true,ex empleador
u702,e457,2019-11-22,true,interés en la industria
u1661,e372,2019-12-28,false,networking
u1076,e23,2024-08-08,true,posible empleador
u1216,e101,2019-10-26,true,posible empleador
u2129,e251,2025-09-21,false,posible empleador
u564,e168,2024-09-21,false,networking
u1295,e433,2023-05-15,false,seguimiento de ofertas
u507,e249,2020-02-18,false,cliente potencial
u1204,e520,2025-04-27,true,seguimiento de ofertas
u1447,e489,2024-05-07,true,ex empleador
u1327,e59,2026-08-04,true,trabajo actual
u188,e313,2022-01-21,false,posible empleador
u1107,e467,2022-03-09,true,interés general
u299,e364,2021-12-15,true,posible empleador
u2048,e179,2025-08-23,true,interés en la industria
u1512,e313,2026-08-03,false,interés general
u2006,e430,2024-11-18,false,trabajo actual
u1803,e307,2020-07-26,true,ex empleador
u1448,e44,2025-11-03,true,networking
u133,e122,2024-12-20,false,posible empleador
u2183,e427,2024-11-21,false,seguimiento de ofertas
u268,e346,2022-05-01,false,seguimiento de ofertas
u605,e512,2026-11-18,false,posible empleador
u862,e300,2026-12-12,true,interés en la industria
u434,e450,2023-07-25,false,networking
u1190,e370,2019-11-30,false,posible empleador
u1635,e198,2021-08-23,true,interés en la industria
u1566,e188,2026-11-28,true,networking
u1284,e222,2025-07-06,true,posible empleador
u1940,e193,2022-01-06,false,networking
u1420,e249,2023-03-31,false,networking
u1189,e513,2019-05-10,false,posible empleador
u1006,e359,2026-09-04,false,trabajo actual
u236,e356,2023-04-25,true,ex empleador
u996,e35,2023-10-01,true,posible empleador
u1045,e79,2019-08-06,false,trabajo actual
u1159,e343,2019-02-01,false,interés en la industria
u179,e132,2019-11-09,false,trabajo actual
u1503,e82,2025-01-12,true,trabajo actual
u1385,e263,2025-10-16,false,cliente potencial
u29,e155,2026-02-02,true,ex empleador
u1839,e341,2021-07-14,false,interés general
u49,e165,2026-01-24,true,ex empleador
u1107,e471,2026-10-28,false,ex empleador
u1185,e505,2026-07-27,false,interés general
u1545,e334,2024-11-29,true,ex empleador
u812,e522,2020-03-29,false,ex empleador
u1878,e297,2021-04-13,true,interés general
u1005,e304,2021-11-23,true,cliente potencial
u811,e76,2021-07-11,false,interés en la industria
u2105,e410,2025-07-17,true,interés general
u1244,e78,2023-04-02,false,ex empleador
u730,e158,2023-04-02,false,networking
u1539,e484,2022-12-25,false,cliente potencial
u790,e307,2025-06-12,true,seguimiento de ofertas
u1505,e306,2019-02-06,true,posible empleador
u2082,e366,2022-02-20,false,cliente potencial
u1724,e495,2026-07-12,false,interés en la industria
u926,e530,2022-12-30,true,cliente potencial
u866,e447,2019-08-04,false,posible empleador
u35,e508,2025-05-19,true,interés general
u1726,e455,2021-08-26,false,seguimiento de ofertas
u1367,e154,2025-09-09,true,interés en la industria
u1222,e365,2024-12-02,true,interés general
u1662,e49,2020-04-19,false,seguimiento de ofertas
u1509,e544,2021-05-22,false,cliente potencial
u977,e484,2021-11-09,false,trabajo actual
u1839,e406,2024-05-20,false,networking
u1521,e336,2022-05-28,true,trabajo actual
u426,e356,2023-01-28,false,networking
u1798,e156,2019-11-25,true,posible empleador
u359,e504,2022-08-03,false,posible empleador
u551,e378,2020-10-31,false,posible empleador
u314,e32,2025-08-31,true,ex empleador
u279,e321,2019-05-12,false,networking
u1897,e173,2019-04-29,true,interés general
u1095,e380,2019-04-12,false,cliente potencial
u1347,e301,2020-08-06,false,cliente potencial
u1762,e372,2022-06-28,false,trabajo actual
u829,e523,2022-05-07,false,trabajo actual
u274,e308,2026-07-01,true,interés en la industria
u733,e502,2019-01-29,true,networking
u2141,e137,2023-07-22,false,trabajo actual
u569,e408,2019-03-11,true,networking
u616,e19,2022-03-10,true,networking
u567,e184,2022-06-03,true,ex empleador
u1747,e425,2022-02-10,true,networking
u1609,e348,2021-12-24,true,trabajo actual
u197,e228,2020-10-16,false,posible empleador
u2023,e523,2026-06-27,true,trabajo actual
u2173,e420,2023-12-12,true,posible empleador
u1842,e153,2023-01-12,false,trabajo actual
u843,e49,2025-10-25,false,cliente potencial
u628,e503,2021-03-07,false,posible empleador
u12,e228,2022-06-15,true,ex empleador
u178,e96,2024-12-14,false,interés general
u1457,e68,2021-01-10,true,posible empleador
u4,e38,2021-07-30,true,networking
u1092,e30,2020-04-26,false,cliente potencial
u1472,e235,2025-01-08,false,seguimiento de ofertas
u1359,e235,2025-06-20,true,trabajo actual
u618,e545,2022-09-17,true,posible empleador
u1658,e369,2026-05-23,true,networking
u270,e284,2019-05-24,true,posible empleador
u1938,e203,2019-01-14,false,ex empleador
u305,e46,2020-08-06,true,interés general
u1606,e86,2025-08-13,true,interés en la industria
u2023,e461,2022-12-21,false,trabajo actual
u805,e185,2021-05-07,true,networking
u619,e121,2019-07-28,true,ex empleador
u1221,e145,2024-05-05,false,trabajo actual
u2031,e80,2023-08-21,false,networking
u440,e78,2023-04-23,true,networking
u1034,e16,2019-06-01,true,trabajo actual
u2111,e124,2019-04-26,false,seguimiento de ofertas
u1158,e317,2026-03-30,true,posible empleador
u312,e138,2019-10-11,true,networking
u1401,e473,2025-02-15,false,interés general
u588,e365,2019-02-11,true,trabajo actual
u371,e180,2026-09-14,true,cliente potencial
u558,e394,2019-11-30,true,interés en la industria
u883,e540,2020-04-16,false,cliente potencial
u2159,e79,2021-09-24,false,posible empleador
u1852,e467,2020-12-31,false,interés en la industria
u2136,e161,2022-01-04,true,posible empleador
u321,e416,2024-11-10,true,networking
u399,e485,2020-08-27,true,networking
u1983,e460,2020-04-26,false,posible empleador
u1995,e543,2024-01-05,true,trabajo actual
u1637,e282,2024-03-17,false,seguimiento de ofertas
u1282,e546,2020-07-30,false,ex empleador
u416,e498,2025-06-11,true,interés general
u81,e14,2024-09-28,true,trabajo actual
u884,e265,2024-01-28,false,seguimiento de ofertas
u134,e330,2024-05-13,false,trabajo actual
u108,e483,2025-02-14,false,interés en la industria
u1376,e483,2021-04-24,false,networking
u760,e538,2021-09-15,false,cliente potencial
u967,e302,2025-02-28,false,ex empleador
u280,e178,2025-05-11,false,interés general
u1722,e528,2024-06-18,true,networking
u1299,e260,2021-04-05,false,posible empleador
u1002,e444,2020-02-03,false,networking
u1271,e481,2025-04-20,true,trabajo actual
u2129,e10,2019-05-30,true,posible empleador
u50,e408,2023-08-23,false,interés en la industria
u1942,e494,2022-12-13,false,trabajo actual
u1422,e227,2019-10-08,false,posible empleador
u187,e210,2020-10-19,false,seguimiento de ofertas
u508,e241,2025-04-16,true,posible empleador
u571,e132,2025-11-29,true,seguimiento de ofertas
u1458,e214,2021-04-04,false,posible empleador
u1920,e343,2019-12-25,true,ex empleador
u1165,e329,2020-05-10,true,cliente potencial
u1219,e461,2024-11-13,false,networking
u1844,e258,2021-07-10,false,trabajo actual
u1603,e143,2020-12-30,false,posible empleador
u86,e535,2020-11-14,false,seguimiento de ofertas
u2148,e492,2024-06-06,true,cliente potencial
u1511,e361,2021-04-29,false,posible empleador
u2160,e432,2020-02-04,true,ex empleador
u203,e248,2021-09-19,true,ex empleador
u907,e118,2026-11-26,false,posible empleador
u381,e176,2020-04-25,true,cliente potencial
u1711,e14,2025-02-16,true,networking
u525,e301,2024-06-21,false,posible empleador
u44,e149,2024-08-03,false,interés en la industria
u873,e371,2023-10-19,false,trabajo actual
u931,e60,2024-07-24,true,ex empleador
u1584,e541,2022-08-17,true,ex empleador
u1920,e433,2021-09-28,true,networking
u929,e362,2021-09-24,false,networking
u963,e128,2019-08-08,true,ex empleador
u1536,e469,2023-03-30,true,interés en la industria
u1371,e269,2022-06-09,false,cliente potencial
u1840,e102,2021-05-14,true,trabajo actual
u1468,e201,2019-05-01,false,cliente potencial
u785,e122,2019-08-05,false,posible empleador
u1733,e344,2023-03-22,false,trabajo actual
u382,e317,2026-01-25,true,seguimiento de ofertas
u500,e128,2025-04-16,false,posible empleador
u1982,e471,2022-11-12,true,interés general
u5,e495,2020-07-06,true,trabajo actual
u1894,e220,2023-10-13,true,trabajo actual
u2170,e116,2026-02-28,false,cliente potencial
u182,e231,2022-08-19,true,networking
u1870,e396,2021-05-13,false,posible empleador
u898,e95,2026-09-06,false,cliente potencial
u527,e73,2026-03-13,true,posible empleador
u965,e160,2024-12-09,false,posible empleador
u390,e165,2020-02-20,false,interés en la industria
u994,e254,2026-10-27,true,cliente potencial
u828,e210,2025-06-20,true,ex empleador
u2143,e455,2025-04-01,true,posible empleador
u2068,e380,2022-12-21,false,trabajo actual
u1403,e135,2023-02-24,false,cliente potencial
u1166,e443,2021-01-17,false,seguimiento de ofertas
u1133,e134,2026-07-13,true,cliente potencial
u181,e241,2024-06-15,true,interés general
u1352,e236,2021-12-02,true,cliente potencial
u1498,e101,2021-04-13,true,networking
u2127,e55,2025-03-22,false,interés general
u629,e407,2022-12-21,true,ex empleador
u1013,e161,2026-08-03,true,ex empleador
u2080,e515,2020-11-14,true,posible empleador
u1644,e28,2024-02-27,false,networking
u590,e229,2021-05-13,true,interés general
u2171,e526,2023-08-23,true,interés general
u2176,e73,2025-03-30,false,seguimiento de ofertas
u949,e93,2023-05-20,true,interés en la industria
u1008,e533,2021-09-07,true,posible empleador
u1891,e353,2026-07-03,false,cliente potencial
u563,e320,2023-02-03,false,interés general
u724,e214,2025-12-17,true,interés en la industria
u1048,e314,2019-04-12,true,posible empleador
u47,e482,2025-09-07,false,networking
u2074,e422,2019-09-26,false,interés en la industria
u1297,e146,2023-09-09,false,cliente potencial
u918,e385,2019-06-24,false,interés en la industria
u455,e263,2022-05-27,false,posible empleador
u1151,e149,2024-06-12,false,posible empleador
u1258,e312,2019-06-19,true,ex empleador
u836,e314,2023-10-29,true,interés general
u310,e276,2026-12-22,false,trabajo actual
u1976,e47,2020-11-30,true,interés general
u1272,e129,2022-09-28,true,cliente potencial
u372,e212,2021-02-27,false,trabajo actual
u853,e368,2021-05-27,true,ex empleador
u130,e362,2023-09-28,false,cliente potencial
u576,e347,2020-02-17,false,interés en la industria
u407,e503,2023-01-19,true,seguimiento de ofertas
u640,e366,2022-11-23,false,interés en la industria
u134,e449,2021-09-22,true,interés general
u280,e340,2022-06-02,true,posible empleador
u200,e314,2023-04-11,true,interés en la industria
u2063,e356,2022-12-03,false,networking
u2128,e5,2024-02-18,false,ex empleador
u1058,e93,2024-11-22,false,posible empleador
u143,e66,2025-01-16,true,trabajo actual
u1518,e154,2023-06-27,false,interés en la industria
u2083,e30,2020-05-24,false,trabajo actual
u2023,e86,2022-12-07,false,trabajo actual
u333,e274,2019-10-16,false,cliente potencial
u1400,e508,2021-10-30,true,ex empleador
u1927,e95,2024-06-14,true,trabajo actual
u361,e211,2022-01-05,false,cliente potencial
u1033,e435,2019-11-08,true,posible empleador
u2020,e419,2026-10-13,false,seguimiento de ofertas
u773,e2,2024-04-28,true,seguimiento de ofertas
u2112,e90,2022-11-27,false,interés general
u711,e208,2022-11-02,false,interés en la industria
u750,e346,2026-02-15,true,networking
u1864,e47,2026-07-18,false,interés general
u598,e125,2024-03-14,true,interés general
u1590,e239,2024-07-07,true,interés en la industria
u1915,e403,2023-07-17,false,ex empleador
u1507,e179,2019-08-05,true,networking
u791,e235,2023-04-14,true,trabajo actual
u1137,e320,2025-03-15,true,ex empleador
u703,e421,2022-07-25,true,posible empleador
u1488,e231,2023-06-13,true,seguimiento de ofertas
u632,e82,2025-07-16,true,seguimiento de ofertas
u1178,e26,2022-02-04,false,interés en la industria
u1191,e487,2022-08-18,false,interés en la industria
u1041,e15,2023-11-27,false,posible empleador
u653,e405,2021-01-28,false,ex empleador
u1579,e400,2019-01-04,true,posible empleador
u1850,e381,2019-04-07,false,posible empleador
u171,e302,2021-05-12,true,posible empleador
u1523,e130,2023-06-23,false,posible empleador
u1759,e68,2026-01-07,false,interés en la industria
u402,e65,2021-01-27,true,posible empleador
u287,e131,2022-09-06,true,cliente potencial
u1719,e300,2025-04-08,false,posible empleador
u1895,e70,2021-04-02,false,interés en la industria
u1518,e252,2024-12-16,false,interés general
u600,e518,2024-01-31,true,interés en la industria
u415,e377,2023-11-06,false,seguimiento de ofertas
u1306,e462,2024-04-26,true,networking
u614,e255,2020-02-13,true,ex empleador
u2155,e158,2022-09-25,false,trabajo actual
u2067,e361,2021-08-19,false,interés en la industria
u1042,e82,2023-11-29,true,networking
u137,e249,2023-02-15,false,cliente potencial
u1125,e170,2022-01-20,false,seguimiento de ofertas
u2070,e392,2026-09-06,true,interés en la industria
u1487,e109,2026-12-04,true,interés en la industria
u1081,e241,2022-11-02,true,posible empleador
u693,e358,2024-07-07,false,posible empleador
u1600,e205,2020-04-04,false,seguimiento de ofertas
u1710,e35,2021-10-07,true,interés general
u937,e194,2023-10-15,true,seguimiento de ofertas
u1375,e14,2025-01-08,true,cliente potencial
u1742,e404,2022-11-09,false,cliente potencial
u92,e515,2020-04-02,false,trabajo actual
u1761,e213,2021-08-28,true,interés en la industria
u1938,e38,2020-02-09,true,interés en la industria
u513,e450,2025-01-23,true,ex empleador
u204,e330,2024-12-29,true,interés general
u1736,e356,2023-05-02,false,interés en la industria
u194,e495,2019-12-15,true,seguimiento de ofertas
u914,e305,2022-12-22,true,interés general
u1244,e450,2025-09-08,true,interés en la industria
u2160,e470,2023-04-05,false,posible empleador
u270,e39,2023-08-06,true,interés general
u576,e484,2026-10-13,false,cliente potencial
u997,e274,2024-09-07,true,trabajo actual
u962,e159,2021-06-11,true,cliente potencial
u1521,e366,2021-01-09,true,trabajo actual
u90,e224,2025-01-28,false,interés general
u1065,e439,2026-06-01,true,cliente potencial
u704,e546,2022-12-15,false,posible empleador
u107,e401,2024-09-03,false,trabajo actual
u342,e537,2022-03-25,false,seguimiento de ofertas
u1063,e210,2025-03-04,false,ex empleador
u655,e277,2024-07-20,true,interés en la industria
u2080,e521,2019-12-13,true,networking
u1931,e118,2025-11-24,false,posible empleador
u1990,e286,2023-03-19,true,networking
u1027,e440,2025-01-20,false,interés general
u1011,e71,2024-08-18,false,trabajo actual
u674,e367,2019-11-24,true,interés en la industria
u1826,e395,2021-09-23,true,cliente potencial
u2175,e280,2022-06-08,false,posible empleador
u1742,e516,2021-12-24,false,trabajo actual
u1412,e461,2026-05-09,true,posible empleador
u1402,e510,2025-03-06,false,interés general
u1273,e148,2024-05-28,false,ex empleador
u238,e496,2020-09-21,false,networking
u1655,e270,2022-11-28,false,cliente potencial
u841,e460,2023-08-18,true,seguimiento de ofertas
u1820,e136,2022-05-26,true,cliente potencial
u2031,e458,2020-03-26,false,ex empleador
u972,e438,2022-02-25,true,trabajo actual
u1981,e303,2022-04-09,true,interés general
u1667,e486,2022-04-24,true,interés general
u1879,e1,2020-07-03,true,trabajo actual
u2155,e541,2023-03-15,true,interés en la industria
u29,e258,2024-07-28,false,trabajo actual
u1477,e464,2025-03-31,true,seguimiento de ofertas
u2136,e78,2025-10-19,true,cliente potencial
u738,e32,2019-03-19,true,seguimiento de ofertas
u1366,e374,2026-10-27,false,seguimiento de ofertas
u669,e169,2021-10-21,true,seguimiento de ofertas
u1524,e81,2023-05-07,true,networking
u1205,e432,2021-03-22,true,cliente potencial
u2186,e111,2021-10-02,false,posible empleador
u2020,e138,2022-01-30,false,networking
u2193,e275,2023-07-13,false,interés general
u1411,e30,2022-06-20,true,networking
u1964,e267,2022-07-20,true,interés en la industria
u2106,e473,2021-08-13,true,trabajo actual
u554,e328,2021-08-15,true,interés en la industria
u810,e269,2021-02-04,true,seguimiento de ofertas
u1991,e283,2019-04-07,false,interés en la industria
u710,e367,2025-12-17,false,cliente potencial
u1021,e44,2019-06-18,false,networking
u1602,e402,2025-06-25,true,seguimiento de ofertas
u94,e321,2026-11-18,true,interés en la industria
u1866,e280,2021-12-03,false,posible empleador
u1876,e419,2024-12-21,true,trabajo actual
u279,e526,2026-06-18,false,trabajo actual
u1632,e306,2026-01-21,false,networking
u468,e422,2026-09-14,true,interés en la industria
u322,e75,2023-10-01,true,cliente potencial
u1142,e461,2022-06-26,false,seguimiento de ofertas
u208,e110,2021-10-08,true,ex empleador
u2192,e333,2022-12-30,false,ex empleador
u892,e99,2019-12-04,true,cliente potencial
u1118,e215,2021-04-27,false,posible empleador
u1164,e286,2026-06-10,true,trabajo actual
u915,e544,2022-04-09,false,trabajo actual
u1148,e146,2020-09-25,false,trabajo actual
u373,e3,2025-02-11,false,networking
u64,e10,2025-08-30,true,networking
u1399,e227,2026-03-14,false,networking
u307,e234,2023-07-04,true,interés general
u1172,e128,2023-04-08,false,interés general
u1130,e208,2022-12-19,false,trabajo actual
u263,e460,2022-08-03,false,posible empleador
u1217,e357,2020-04-04,false,interés en la industria
u811,e533,2021-02-01,false,interés general
u1425,e289,2020-09-22,false,networking
u0,e194,2025-03-23,true,ex empleador
u740,e488,2024-03-12,true,interés en la industria
u253,e349,2022-12-27,true,posible empleador
u480,e263,2022-08-27,true,seguimiento de ofertas
u1300,e539,2024-10-08,true,cliente potencial
u597,e395,2019-10-04,true,ex empleador
u753,e264,2021-02-25,false,networking
u1434,e184,2020-05-12,true,interés en la industria
u538,e378,2024-09-21,true,cliente potencial
u127,e94,2020-09-02,true,interés general
u1642,e76,2020-04-26,false,interés general
u1664,e447,2023-10-11,false,interés en la industria
u637,e394,2023-06-23,true,interés en la industria
u1277,e335,2026-11-06,true,cliente potencial
u1371,e200,2021-01-28,false,ex empleador
u919,e247,2021-07-02,true,interés en la industria
u2175,e123,2023-11-24,false,cliente potencial
u1735,e53,2020-07-11,true,interés en la industria
u1192,e310,2026-08-08,true,cliente potencial
u1400,e456,2023-12-01,false,posible empleador
u1321,e366,2020-06-16,true,seguimiento de ofertas
u1487,e119,2020-06-29,false,interés general
u645,e16,2025-10-19,true,seguimiento de ofertas
u399,e475,2019-07-09,true,trabajo actual
u226,e23,2026-01-15,true,seguimiento de ofertas
u887,e161,2021-06-19,true,networking
u1607,e166,2025-12-27,true,seguimiento de ofertas
u140,e484,2021-09-15,true,interés en la industria
u1153,e285,2026-04-30,false,interés general
u230,e284,2024-07-03,false,ex empleador
u542,e219,2022-10-25,true,seguimiento de ofertas
u1048,e538,2025-12-28,true,posible empleador
u806,e42,2026-12-13,false,trabajo actual
u1948,e279,2025-08-17,false,cliente potencial
u1498,e184,2026-11-21,false,trabajo actual
u1609,e185,2026-12-20,false,posible empleador
u62,e91,2021-06-10,false,ex empleador
u1206,e534,2021-06-12,true,interés en la industria
u1634,e193,2026-12-07,true,trabajo actual
u760,e80,2025-07-27,true,networking
u1364,e320,2023-09-11,false,ex empleador
u581,e181,2022-05-27,false,interés general
u1517,e249,2025-11-01,false,ex empleador
u1454,e82,2023-01-04,true,seguimiento de ofertas
u340,e3,2026-08-14,true,trabajo actual
u935,e30,2024-07-30,false,seguimiento de ofertas
u1276,e53,2024-12-17,true,interés en la industria
u1191,e62,2024-03-15,false,trabajo actual
u823,e293,2024-01-16,false,trabajo actual
u2100,e220,2025-03-14,false,ex empleador
u1913,e221,2025-02-15,false,interés en la industria
u1040,e3,2019-02-07,false,trabajo actual
u957,e371,2023-11-18,true,trabajo actual
u1469,e129,2023-04-05,true,seguimiento de ofertas
u202,e105,2020-04-14,true,networking
u2031,e529,2023-11-03,false,interés general
u2172,e510,2021-07-30,false,posible empleador
u1731,e31,2026-03-09,true,ex empleador
u1677,e17,2021-03-23,false,seguimiento de ofertas
u1814,e389,2024-06-24,true,trabajo actual
u264,e412,2024-01-02,true,interés general
u1169,e210,2026-11-30,true,interés general
u477,e348,2019-12-21,false,posible empleador
u1244,e241,2019-03-03,true,interés general
u1783,e264,2021-07-03,false,seguimiento de ofertas
u1802,e205,2023-08-19,false,trabajo actual
u547,e51,2024-10-18,false,networking
u1606,e522,2022-04-11,false,posible empleador
u482,e183,2022-02-23,false,networking
u1061,e399,2019-12-25,false,posible empleador
u829,e365,2023-12-07,false,ex empleador
u1822,e4,2020-08-20,true,interés general
u1692,e320,2022-10-07,false,posible empleador
u316,e217,2026-01-03,false,trabajo actual
u1320,e72,2026-03-21,true,posible empleador
u2073,e350,2023-07-26,false,posible empleador
u2132,e50,2023-07-24,false,interés en la industria
u775,e541,2024-05-04,false,ex empleador
u1419,e63,2021-10-23,false,trabajo actual
u2132,e495,2023-11-07,false,seguimiento de ofertas
u1577,e381,2025-02-10,true,ex empleador
u1865,e408,2025-05-16,false,interés en la industria
u70,e29,2026-11-05,true,posible empleador
u941,e363,2023-04-22,true,interés general
u1882,e209,2021-03-11,true,seguimiento de ofertas
u301,e467,2020-08-29,true,cliente potencial
u1107,e10,2021-08-10,true,seguimiento de ofertas
u2035,e308,2023-04-14,true,seguimiento de ofertas
u2087,e248,2020-02-02,true,cliente potencial
u83,e275,2024-07-22,true,networking
u1713,e542,2024-04-16,false,cliente potencial
u112,e320,2025-03-31,false,trabajo actual
u463,e451,2025-08-15,true,seguimiento de ofertas
u826,e371,2021-09-15,false,trabajo actual
u241,e5,2023-08-24,true,interés general
u1292,e204,2019-01-31,true,seguimiento de ofertas
u1383,e54,2022-05-16,true,seguimiento de ofertas
u514,e140,2023-06-15,true,posible empleador
u1850,e489,2025-06-23,false,trabajo actual
u1568,e441,2026-11-26,false,ex empleador
u1920,e331,2026-02-09,true,networking
u1383,e258,2025-12-24,true,ex empleador
u1846,e490,2020-10-26,true,trabajo actual
u6,e347,2019-02-14,false,networking
u1367,e52,2020-05-03,true,seguimiento de ofertas
u1209,e91,2026-09-13,false,posible empleador
u1098,e173,2023-06-21,true,cliente potencial
u797,e40,2024-05-07,true,seguimiento de ofertas
u1870,e279,2020-07-06,false,cliente potencial
u612,e294,2024-08-09,false,interés general
u1692,e437,2024-12-06,true,ex empleador
u1825,e82,2025-06-18,false,seguimiento de ofertas
u480,e308,2020-12-24,false,ex empleador
u1316,e82,2025-11-10,true,interés en la industria
u515,e461,2023-01-23,true,seguimiento de ofertas
u2121,e285,2022-10-01,false,seguimiento de ofertas
u1484,e203,2025-02-22,true,ex empleador
u1062,e287,2025-02-02,false,interés en la industria
u986,e267,2019-05-14,false,trabajo actual
u1022,e197,2026-08-18,true,interés general
u1628,e238,2022-10-22,false,interés en la industria
u1071,e145,2025-03-30,false,interés en la industria
u1331,e474,2024-02-09,false,interés general
u584,e234,2020-08-25,true,interés general
u2128,e44,2026-11-07,true,trabajo actual
u1245,e258,2019-06-18,true,interés general
u743,e189,2023-12-10,true,interés general
u220,e166,2025-12-04,false,seguimiento de ofertas
u2112,e14,2025-12-15,true,seguimiento de ofertas
u1228,e312,2020-05-13,true,posible empleador
u1215,e140,2022-08-29,false,posible empleador
u530,e317,2020-03-26,true,interés general
u259,e320,2022-12-03,false,cliente potencial
u552,e252,2025-02-20,true,ex empleador
u803,e304,2021-11-18,true,ex empleador
u667,e500,2020-02-25,true,posible empleador
u498,e158,2023-02-19,true,seguimiento de ofertas
u2184,e226,2019-07-30,false,ex empleador
u564,e32,2023-01-16,false,ex empleador
u1329,e58,2022-02-23,true,trabajo actual
u1360,e361,2020-01-30,true,seguimiento de ofertas
u946,e407,2021-08-10,true,seguimiento de ofertas
u428,e415,2022-10-08,true,cliente potencial
u851,e249,2023-11-23,false,networking
u217,e214,2023-06-26,true,ex empleador
u1262,e477,2024-11-26,false,cliente potencial
u1405,e367,2019-08-10,false,trabajo actual
u2017,e257,2021-11-17,true,seguimiento de ofertas
u1626,e146,2022-11-06,false,interés general
u956,e215,2024-07-02,false,networking
u468,e517,2021-04-02,true,networking
u1789,e187,2024-09-05,true,seguimiento de ofertas
u1000,e329,2023-09-02,false,cliente potencial
u321,e449,2019-01-28,true,posible empleador
u385,e448,2022-07-12,true,posible empleador
u848,e365,2019-11-09,true,posible empleador
u1477,e136,2023-12-18,true,posible empleador
u145,e458,2026-03-19,true,interés en la industria
u1769,e196,2021-12-29,false,networking
u242,e379,2021-04-29,true,ex empleador
u1347,e116,2024-10-30,true,networking
u1337,e170,2025-07-21,false,cliente potencial
u768,e349,2021-10-21,true,interés general
u787,e325,2022-10-15,false,interés general
u1676,e356,2024-07-04,true,interés en la industria
u601,e389,2020-09-12,true,trabajo actual
u1830,e169,2022-10-28,true,interés general
u675,e419,2022-01-06,true,ex empleador
u1607,e191,2022-07-22,false,interés general
u424,e137,2022-07-18,true,ex empleador
u1324,e42,2025-10-25,false,interés general
u1930,e80,2026-05-20,true,seguimiento de ofertas
u861,e350,2022-08-22,true,ex empleador
u1188,e208,2020-04-07,false,interés en la industria
u1291,e226,2022-01-09,false,networking
u1196,e435,2026-08-28,true,interés en la industria
u1161,e90,2024-12-02,true,ex empleador
u1217,e536,2024-06-20,true,seguimiento de ofertas
u854,e332,2019-03-13,false,ex empleador
u1850,e192,2026-07-21,true,seguimiento de ofertas
u155,e47,2022-12-17,true,posible empleador
u799,e505,2021-08-12,false,posible empleador
u9,e168,2022-06-03,false,seguimiento de ofertas
u1950,e278,2025-12-21,true,seguimiento de ofertas
u1953,e55,2024-02-17,false,networking
u604,e114,2019-07-27,true,seguimiento de ofertas
u1045,e171,2025-03-17,false,ex empleador
u411,e23,2023-01-20,true,posible empleador
u2106,e403,2025-04-15,false,trabajo actual
u245,e318,2026-04-15,false,trabajo actual
u966,e409,2023-10-21,true,interés general
u1075,e539,2024-12-02,true,interés en la industria
u1778,e314,2023-05-11,true,posible empleador
u217,e259,2023-11-20,true,interés general
u1280,e236,2026-11-21,true,seguimiento de ofertas
u1130,e443,2023-03-04,false,posible empleador
u1155,e128,2019-02-17,false,posible empleador
u1693,e228,2023-05-05,false,posible empleador
u1998,e125,2026-01-30,true,interés general
u466,e220,2024-08-06,true,seguimiento de ofertas
u1747,e45,2023-02-12,false,cliente potencial
u1697,e214,2022-09-16,false,trabajo actual
u937,e250,2026-07-02,false,trabajo actual
u230,e422,2026-03-14,false,seguimiento de ofertas
u1664,e171,2021-02-25,true,interés en la industria
u957,e89,2019-03-29,true,networking
u179,e383,2024-11-19,true,cliente potencial
u1471,e432,2022-04-28,false,trabajo actual
u352,e381,2023-04-22,false,posible empleador
u1822,e305,2026-04-17,false,posible empleador
u1837,e527,2023-08-21,true,networking
u1903,e6,2019-12-28,true,ex empleador
u1435,e327,2026-05-18,true,interés general
u87,e243,2023-12-11,false,networking
u1620,e188,2026-09-07,true,seguimiento de ofertas
u1487,e315,2025-10-22,false,posible empleador
u1708,e24,2019-04-25,true,posible empleador
u1104,e329,2020-11-02,false,interés general
u2056,e91,2024-11-26,true,cliente potencial
u847,e403,2025-09-07,false,posible empleador
u496,e36,2025-03-29,true,cliente potencial
u1050,e478,2020-11-30,false,interés general
u1682,e323,2021-10-05,false,ex empleador
u1204,e468,2024-05-23,false,posible empleador
u1746,e72,2023-06-07,false,seguimiento de ofertas
u1108,e437,2020-07-11,false,interés general
u342,e31,2023-04-02,false,ex empleador
u1889,e300,2020-10-21,true,interés general
u83,e102,2022-11-19,false,trabajo actual
u1754,e350,2023-07-09,false,interés en la industria
u86,e234,2020-10-21,false,seguimiento de ofertas
u1430,e282,2024-08-05,true,posible empleador
u1207,e53,2021-05-18,true,trabajo actual
u1794,e249,2024-11-30,false,interés general
u427,e85,2019-04-18,false,cliente potencial
u898,e122,2019-10-13,true,networking
u1047,e45,2022-08-03,false,interés en la industria
u303,e532,2022-10-11,false,seguimiento de ofertas
u1699,e420,2024-11-21,false,cliente potencial
u1759,e281,2021-09-17,true,networking
