usuario_id,educacion_id,fecha_inicio,fecha_graduacion,graduado
u1991,ed434,2012-01-01,2017-06-15,true
u39,ed56,2009-01-01,,false
u1910,ed256,2015-01-01,,false
u582,ed277,2018-01-01,2022-06-15,true
u181,ed375,2012-01-01,2017-06-15,true
u1241,ed8,2006-01-01,2011-06-15,true
u688,ed94,2017-01-01,2023-06-15,true
u1997,ed229,2009-01-01,2012-06-15,true
u676,ed188,2017-01-01,2022-06-15,true
u2172,ed271,2010-01-01,,false
u801,ed230,2011-01-01,,false
u445,ed25,2019-01-01,2023-06-15,true
u1703,ed75,2011-01-01,,false
u1732,ed410,2008-01-01,2013-06-15,true
u1600,ed36,2012-01-01,,false
u886,ed62,2012-01-01,2018-06-15,true
u1052,ed332,2017-01-01,,false
u189,ed218,2008-01-01,2012-06-15,true
u657,ed329,2006-01-01,2011-06-15,true
u35,ed228,2007-01-01,,false
u298,ed174,2020-01-01,,false
u89,ed217,2018-01-01,2022-06-15,true
u699,ed271,2020-01-01,2023-06-15,true
u1513,ed95,2017-01-01,,false
u268,ed20,2014-01-01,2020-06-15,true
u1713,ed283,2015-01-01,,false
u499,ed108,2011-01-01,,false
u1942,ed27,2016-01-01,,false
u603,ed232,2020-01-01,,false
u2151,ed245,2015-01-01,2020-06-15,true
u2049,ed366,2007-01-01,,false
u1681,ed357,2012-01-01,,false
u1744,ed107,2006-01-01,2011-06-15,true
u138,ed230,2018-01-01,2022-06-15,true
u470,ed165,2014-01-01,,false
u1117,ed309,2007-01-01,2012-06-15,true
u1622,ed291,2013-01-01,2019-06-15,true
u1644,ed6,2014-01-01,2017-06-15,true
u274,ed190,2011-01-01,2015-06-15,true
u1860,ed306,2012-01-01,,false
u1934,ed212,2016-01-01,2021-06-15,true
u508,ed219,2007-01-01,,false
u2012,ed31,2018-01-01,2022-06-15,true
u1781,ed405,2012-01-01,,false
u1974,ed98,2018-01-01,2023-06-15,true
u1025,ed242,2016-01-01,,false
u1216,ed125,2008-01-01,2011-06-15,true
u962,ed398,2010-01-01,,false
u1206,ed341,2012-01-01,,false
u175,ed38,2015-01-01,2021-06-15,true
u758,ed210,2009-01-01,,false
u8,ed210,2010-01-01,,false
u1299,ed65,2007-01-01,,false
u1497,ed22,2008-01-01,2012-06-15,true
u2009,ed358,2006-01-01,,false
u881,ed247,2020-01-01,,false
u1911,ed155,2012-01-01,,false
u593,ed202,2016-01-01,2022-06-15,true
u1299,ed301,2010-01-01,2015-06-15,true
u1789,ed289,2005-01-01,2009-06-15,true
u155,ed2,2013-01-01,,false
u1398,ed349,2009-01-01,,false
u495,ed156,2012-01-01,,false
u139,ed172,2015-01-01,2021-06-15,true
u1968,ed401,2014-01-01,2019-06-15,true
u406,ed344,2009-01-01,2013-06-15,true
u1036,ed63,2014-01-01,,false
u934,ed348,2008-01-01,2011-06-15,true
u404,ed387,2017-01-01,2021-06-15,true
u290,ed153,2009-01-01,,false
u1081,ed101,2009-01-01,2013-06-15,true
u998,ed16,2020-01-01,,false
u1850,ed83,2008-01-01,,false
u216,ed211,2008-01-01,,false
u1932,ed288,2017-01-01,2022-06-15,true
u813,ed281,2006-01-01,2010-06-15,true
u281,ed5,2012-01-01,,false
u445,ed432,2012-01-01,2018-06-15,true
u2112,ed400,2020-01-01,,false
u1506,ed257,2011-01-01,2017-06-15,true
u912,ed53,2011-01-01,2016-06-15,true
u683,ed419,2006-01-01,2011-06-15,true
u1151,ed401,2018-01-01,2021-06-15,true
u1897,ed430,2018-01-01,,false
u2022,ed195,2016-01-01,2022-06-15,true
u750,ed143,2012-01-01,2015-06-15,true
u638,ed319,2009-01-01,2013-06-15,true
u441,ed158,2015-01-01,2019-06-15,true
u2061,ed378,2016-01-01,2021-06-15,true
u1260,ed314,2012-01-01,,false
u515,ed336,2020-01-01,,false
u883,ed129,2020-01-01,,false
u1758,ed370,2006-01-01,2010-06-15,true
u1276,ed89,2018-01-01,,false
u796,ed186,2012-01-01,2017-06-15,true
u1782,ed112,2015-01-01,2020-06-15,true
u1448,ed366,2006-01-01,,false
u1058,ed325,2012-01-01,2015-06-15,true
u1612,ed351,2012-01-01,2018-06-15,true
u2184,ed50,2015-01-01,,false
u2168,ed8,2009-01-01,2012-06-15,true
u1534,ed368,2008-01-01,,false
u790,ed323,2009-01-01,,false
u1061,ed396,2008-01-01,2011-06-15,true
u1906,ed344,2017-01-01,,false
u1822,ed262,2017-01-01,2022-06-15,true
u2157,ed179,2007-01-01,,false
u432,ed346,2018-01-01,,false
u183,ed162,2011-01-01,,false
u1952,ed227,2014-01-01,,false
u1659,ed1,2008-01-01,,false
u1248,ed421,2006-01-01,,false
u475,ed209,2009-01-01,2014-06-15,true
u689,ed53,2019-01-01,,false
u274,ed20,2011-01-01,2014-06-15,true
u1029,ed236,2008-01-01,,false
u1379,ed267,2006-01-01,2012-06-15,true
u483,ed190,2005-01-01,,false
u2087,ed444,2014-01-01,,false
u954,ed284,2008-01-01,2011-06-15,true
u16,ed189,2011-01-01,2016-06-15,true
u444,ed29,2017-01-01,,false
u1752,ed226,2016-01-01,,false
u1442,ed267,2016-01-01,2020-06-15,true
u1673,ed75,2006-01-01,2012-06-15,true
u695,ed227,2006-01-01,2011-06-15,true
u179,ed162,2010-01-01,2016-06-15,true
u1131,ed356,2011-01-01,,false
u403,ed286,2008-01-01,2013-06-15,true
u1790,ed436,2011-01-01,2014-06-15,true
u1449,ed437,2017-01-01,2021-06-15,true
u361,ed362,2018-01-01,2024-06-15,true
u1419,ed361,2005-01-01,2011-06-15,true
u1498,ed291,2010-01-01,,false
u1075,ed78,2020-01-01,,false
u2088,ed313,2018-01-01,2022-06-15,true
u759,ed424,2020-01-01,2024-06-15,true
u537,ed254,2008-01-01,,false
u1704,ed74,2011-01-01,2016-06-15,true
u334,ed360,2005-01-01,2011-06-15,true
u834,ed371,2012-01-01,2018-06-15,true
u1752,ed182,2006-01-01,,false
u755,ed209,2007-01-01,2011-06-15,true
u2180,ed217,2011-01-01,,false
u958,ed165,2014-01-01,,false
u588,ed436,2017-01-01,,false
u1755,ed307,2007-01-01,2013-06-15,true
u1247,ed30,2014-01-01,2020-06-15,true
u1987,ed349,2005-01-01,2011-06-15,true
u393,ed34,2018-01-01,2022-06-15,true
u1959,ed274,2011-01-01,2015-06-15,true
u1878,ed147,2006-01-01,2009-06-15,true
u1795,ed281,2017-01-01,2023-06-15,true
u956,ed73,2010-01-01,,false
u1764,ed337,2007-01-01,2010-06-15,true
u1796,ed153,2005-01-01,2011-06-15,true
u1292,ed316,2013-01-01,2019-06-15,true
u2168,ed180,2019-01-01,,false
u788,ed136,2017-01-01,,false
u1162,ed35,2008-01-01,2013-06-15,true
u1842,ed395,2013-01-01,,false
u809,ed117,2020-01-01,,false
u237,ed159,2009-01-01,,false
u1676,ed319,2015-01-01,2020-06-15,true
u126,ed306,2012-01-01,2015-06-15,true
u562,ed365,2008-01-01,,false
u49,ed69,2016-01-01,2020-06-15,true
u99,ed414,2010-01-01,,false
u557,ed30,2008-01-01,,false
u1302,ed189,2019-01-01,,false
u1408,ed27,2012-01-01,2017-06-15,true
u2066,ed376,2020-01-01,2023-06-15,true
u2115,ed158,2019-01-01,2024-06-15,true
u988,ed139,2019-01-01,,false
u194,ed301,2018-01-01,2021-06-15,true
u211,ed404,2020-01-01,,false
u776,ed230,2006-01-01,,false
u17,ed182,2012-01-01,2016-06-15,true
u1469,ed146,2017-01-01,2022-06-15,true
u1680,ed151,2008-01-01,2012-06-15,true
u1792,ed216,2011-01-01,2016-06-15,true
u911,ed195,2015-01-01,,false
u1417,ed270,2013-01-01,,false
u1738,ed75,2006-01-01,2012-06-15,true
u525,ed348,2020-01-01,2025-06-15,true
u1368,ed62,2013-01-01,,false
u410,ed194,2011-01-01,,false
u83,ed41,2011-01-01,2017-06-15,true
u1534,ed446,2006-01-01,2011-06-15,true
u1363,ed234,2012-01-01,,false
u2062,ed401,2019-01-01,,false
u1213,ed226,2016-01-01,,false
u1706,ed423,2007-01-01,2010-06-15,true
u1956,ed317,2014-01-01,2018-06-15,true
u1497,ed160,2014-01-01,2019-06-15,true
u1277,ed310,2010-01-01,2016-06-15,true
u879,ed149,2013-01-01,,false
u343,ed408,2020-01-01,2026-06-15,true
u604,ed249,2011-01-01,2016-06-15,true
u1737,ed138,2007-01-01,2011-06-15,true
u1903,ed345,2007-01-01,2010-06-15,true
u2086,ed169,2015-01-01,,false
u1630,ed118,2010-01-01,,false
u1562,ed109,2017-01-01,2021-06-15,true
u978,ed5,2015-01-01,,false
u2087,ed90,2017-01-01,,false
u1308,ed310,2019-01-01,2025-06-15,true
u942,ed48,2015-01-01,2021-06-15,true
u398,ed134,2020-01-01,,false
u1201,ed297,2009-01-01,,false
u159,ed322,2012-01-01,,false
u494,ed141,2010-01-01,,false
u1745,ed437,2020-01-01,,false
u759,ed199,2018-01-01,2023-06-15,true
u361,ed370,2013-01-01,2019-06-15,true
u945,ed217,2016-01-01,,false
u2123,ed129,2012-01-01,,false
u2108,ed31,2020-01-01,2023-06-15,true
u893,ed212,2005-01-01,2010-06-15,true
u1002,ed383,2012-01-01,,false
u768,ed90,2009-01-01,,false
u76,ed268,2005-01-01,,false
u1268,ed295,2016-01-01,,false
u1017,ed401,2010-01-01,2014-06-15,true
u922,ed211,2007-01-01,2010-06-15,true
u221,ed321,2014-01-01,,false
u253,ed403,2020-01-01,,false
u164,ed392,2011-01-01,2015-06-15,true
u1940,ed218,2007-01-01,,false
u1935,ed311,2008-01-01,2013-06-15,true
u2127,ed118,2010-01-01,,false
u840,ed362,2007-01-01,,false
u1357,ed429,2012-01-01,,false
u1846,ed140,2019-01-01,,false
u2130,ed168,2010-01-01,2015-06-15,true
u876,ed331,2019-01-01,2025-06-15,true
u419,ed142,2005-01-01,2009-06-15,true
u878,ed280,2009-01-01,2015-06-15,true
u668,ed157,2009-01-01,,false
u1368,ed438,2016-01-01,2019-06-15,true
u1719,ed442,2010-01-01,2013-06-15,true
u1325,ed198,2020-01-01,2025-06-15,true
u1249,ed76,2014-01-01,2019-06-15,true
u402,ed417,2012-01-01,,false
u1501,ed328,2015-01-01,2018-06-15,true
u383,ed87,2008-01-01,2011-06-15,true
u97,ed438,2010-01-01,,false
u1131,ed325,2014-01-01,,false
u1932,ed374,2017-01-01,2021-06-15,true
u1814,ed444,2017-01-01,2022-06-15,true
u2011,ed149,2019-01-01,,false
u1512,ed46,2019-01-01,2025-06-15,true
u1419,ed83,2009-01-01,2014-06-15,true
u2192,ed300,2008-01-01,,false
u300,ed401,2011-01-01,2015-06-15,true
u82,ed183,2015-01-01,,false
u1091,ed62,2009-01-01,2015-06-15,true
u794,ed389,2011-01-01,,false
u73,ed106,2017-01-01,2021-06-15,true
u116,ed202,2016-01-01,,false
u318,ed1,2020-01-01,2026-06-15,true
u1421,ed149,2011-01-01,,false
u1156,ed334,2017-01-01,2022-06-15,true
u1325,ed82,2018-01-01,2023-06-15,true
u141,ed164,2016-01-01,,false
u250,ed349,2011-01-01,2014-06-15,true
u1765,ed160,2007-01-01,2013-06-15,true
u1332,ed348,2019-01-01,2023-06-15,true
u1740,ed351,2013-01-01,,false
u1395,ed425,2010-01-01,2015-06-15,true
u946,ed140,2020-01-01,,false
u1289,ed274,2012-01-01,2018-06-15,true
u1927,ed79,2005-01-01,2010-06-15,true
u1493,ed61,2007-01-01,2011-06-15,true
u339,ed5,2015-01-01,2021-06-15,true
u1220,ed431,2007-01-01,,false
u1262,ed213,2013-01-01,2016-06-15,true
u1961,ed254,2007-01-01,,false
u1225,ed413,2011-01-01,2016-06-15,true
u933,ed142,2020-01-01,2024-06-15,true
u7,ed19,2010-01-01,2014-06-15,true
u1198,ed11,2016-01-01,,false
u1094,ed428,2019-01-01,,false
u708,ed350,2006-01-01,,false
u658,ed87,2016-01-01,2021-06-15,true
u2017,ed290,2015-01-01,,false
u460,ed226,2016-01-01,,false
u2138,ed327,2019-01-01,2025-06-15,true
u921,ed312,2013-01-01,2016-06-15,true
u1334,ed409,2009-01-01,2014-06-15,true
u430,ed80,2009-01-01,,false
u120,ed170,2008-01-01,2012-06-15,true
u1489,ed114,2019-01-01,,false
u1210,ed413,2011-01-01,2015-06-15,true
u1819,ed332,2019-01-01,,false
u611,ed341,2016-01-01,2022-06-15,true
u1069,ed449,2007-01-01,2013-06-15,true
u2005,ed57,2008-01-01,,false
u1427,ed426,2013-01-01,2018-06-15,true
u2035,ed99,2006-01-01,2009-06-15,true
u1173,ed269,2019-01-01,,false
u1976,ed20,2015-01-01,,false
u1619,ed123,2009-01-01,2014-06-15,true
u1522,ed448,2008-01-01,,false
u329,ed203,2016-01-01,2019-06-15,true
u958,ed380,2019-01-01,,false
u158,ed2,2020-01-01,2025-06-15,true
u908,ed58,2011-01-01,2014-06-15,true
u1723,ed433,2008-01-01,,false
u1374,ed388,2008-01-01,,false
u2088,ed311,2015-01-01,,false
u2039,ed9,2014-01-01,2019-06-15,true
u1587,ed26,2020-01-01,2025-06-15,true
u1287,ed280,2006-01-01,,false
u545,ed269,2011-01-01,2015-06-15,true
u392,ed370,2018-01-01,2021-06-15,true
u274,ed201,2009-01-01,2014-06-15,true
u176,ed349,2005-01-01,,false
u1167,ed337,2018-01-01,,false
u1693,ed414,2012-01-01,,false
u1400,ed6,2005-01-01,,false
u1953,ed182,2005-01-01,2011-06-15,true
u1667,ed267,2016-01-01,,false
u544,ed136,2011-01-01,,false
u1378,ed420,2017-01-01,2022-06-15,true
u1622,ed415,2005-01-01,,false
u680,ed382,2007-01-01,2013-06-15,true
u1700,ed94,2011-01-01,2017-06-15,true
u1484,ed312,2007-01-01,2010-06-15,true
u1561,ed218,2006-01-01,,false
u1669,ed66,2013-01-01,,false
u154,ed342,2006-01-01,,false
u2035,ed322,2018-01-01,2022-06-15,true
u1555,ed87,2015-01-01,,false
u665,ed214,2016-01-01,2019-06-15,true
u1710,ed180,2019-01-01,2024-06-15,true
u133,ed113,2014-01-01,,false
u384,ed317,2007-01-01,2012-06-15,true
u376,ed401,2019-01-01,,false
u85,ed87,2016-01-01,,false
u1314,ed203,2017-01-01,2020-06-15,true
u905,ed116,2015-01-01,,false
u1332,ed171,2019-01-01,2025-06-15,true
u1490,ed4,2018-01-01,,false
u1336,ed204,2015-01-01,2019-06-15,true
u56,ed143,2015-01-01,2019-06-15,true
u2028,ed201,2009-01-01,2015-06-15,true
u1045,ed4,2007-01-01,,false
u1970,ed7,2010-01-01,,false
u31,ed386,2013-01-01,2019-06-15,true
u1724,ed238,2009-01-01,,false
u1054,ed51,2006-01-01,2012-06-15,true
u1829,ed212,2005-01-01,,false
u5,ed25,2011-01-01,,false
u1729,ed359,2019-01-01,,false
u325,ed105,2008-01-01,,false
u254,ed122,2006-01-01,2011-06-15,true
u209,ed410,2017-01-01,,false
u131,ed91,2005-01-01,,false
u2130,ed278,2014-01-01,,false
u93,ed253,2012-01-01,2016-06-15,true
u1632,ed331,2020-01-01,,false
u433,ed179,2019-01-01,2022-06-15,true
u112,ed213,2018-01-01,,false
u1328,ed363,2020-01-01,2026-06-15,true
u663,ed294,2008-01-01,2014-06-15,true
u1310,ed328,2017-01-01,,false
u1011,ed143,2013-01-01,2019-06-15,true
u825,ed82,2017-01-01,2023-06-15,true
u2148,ed148,2016-01-01,,false
u1108,ed97,2009-01-01,,false
u1211,ed413,2017-01-01,2023-06-15,true
u858,ed274,2019-01-01,,false
u2108,ed421,2010-01-01,,false
u1587,ed405,2013-01-01,2018-06-15,true
u793,ed48,2015-01-01,2021-06-15,true
u1610,ed439,2018-01-01,2021-06-15,true
u1779,ed104,2008-01-01,,false
u675,ed165,2006-01-01,2012-06-15,true
u543,ed407,2011-01-01,,false
u1977,ed96,2009-01-01,2015-06-15,true
u1200,ed190,2006-01-01,2009-06-15,true
u1110,ed309,2010-01-01,,false
u1719,ed290,2012-01-01,,false
u115,ed17,2020-01-01,2024-06-15,true
u2133,ed306,2020-01-01,2024-06-15,true
u1810,ed350,2005-01-01,,false
u1242,ed32,2019-01-01,,false
u268,ed316,2013-01-01,,false
u167,ed324,2016-01-01,,false
u1868,ed292,2013-01-01,,false
u926,ed243,2014-01-01,,false
u1895,ed361,2018-01-01,2022-06-15,true
u666,ed435,2005-01-01,,false
u1784,ed434,2020-01-01,,false
u1889,ed127,2012-01-01,2015-06-15,true
u1864,ed380,2013-01-01,2018-06-15,true
u423,ed215,2008-01-01,2011-06-15,true
u216,ed214,2020-01-01,2025-06-15,true
u582,ed44,2013-01-01,,false
u1895,ed8,2009-01-01,,false
u138,ed53,2011-01-01,2016-06-15,true
u1236,ed362,2016-01-01,,false
u2035,ed165,2012-01-01,2015-06-15,true
u1021,ed363,2017-01-01,2021-06-15,true
u696,ed295,2009-01-01,,false
u1700,ed34,2005-01-01,2008-06-15,true
u1772,ed14,2013-01-01,,false
u1070,ed376,2013-01-01,,false
u1562,ed355,2015-01-01,,false
u419,ed11,2019-01-01,2024-06-15,true
u1240,ed145,2012-01-01,,false
u2053,ed351,2016-01-01,2022-06-15,true
u1639,ed319,2013-01-01,2018-06-15,true
u2075,ed258,2009-01-01,2012-06-15,true
u1342,ed96,2012-01-01,,false
u1574,ed63,2007-01-01,2010-06-15,true
u122,ed104,2009-01-01,,false
u2048,ed218,2016-01-01,,false
u2103,ed25,2007-01-01,2011-06-15,true
u1370,ed355,2008-01-01,2011-06-15,true
u216,ed361,2008-01-01,,false
u2140,ed128,2017-01-01,,false
u853,ed294,2019-01-01,2022-06-15,true
u1067,ed184,2019-01-01,,false
u1924,ed195,2009-01-01,2015-06-15,true
u1382,ed130,2014-01-01,2017-06-15,true
u460,ed290,2010-01-01,2016-06-15,true
u374,ed211,2014-01-01,2019-06-15,true
u1115,ed43,2019-01-01,2025-06-15,true
u2015,ed97,2016-01-01,2020-06-15,true
u1556,ed346,2005-01-01,,false
u472,ed9,2019-01-01,2024-06-15,true
u447,ed303,2010-01-01,,false
u1126,ed166,2005-01-01,2011-06-15,true
u691,ed168,2008-01-01,,false
u1776,ed418,2007-01-01,2013-06-15,true
u70,ed221,2010-01-01,2014-06-15,true
u1883,ed234,2010-01-01,,false
u104,ed265,2011-01-01,2017-06-15,true
u1322,ed446,2010-01-01,,false
u1007,ed61,2011-01-01,,false
u2037,ed96,2014-01-01,,false
u363,ed1,2008-01-01,,false
u1970,ed238,2018-01-01,2022-06-15,true
u235,ed322,2014-01-01,2018-06-15,true
u2065,ed438,2012-01-01,,false
u1237,ed69,2007-01-01,2012-06-15,true
u1710,ed424,2012-01-01,2017-06-15,true
u1831,ed172,2017-01-01,2021-06-15,true
u588,ed70,2009-01-01,2014-06-15,true
u1056,ed230,2007-01-01,2013-06-15,true
u2192,ed220,2009-01-01,2014-06-15,true
u1160,ed39,2013-01-01,2016-06-15,true
u979,ed211,2010-01-01,2013-06-15,true
u1553,ed252,2006-01-01,,false
u1622,ed276,2014-01-01,,false
u856,ed220,2014-01-01,,false
u86,ed234,2006-01-01,,false
u1349,ed221,2008-01-01,2011-06-15,true
u1294,ed183,2007-01-01,,false
u486,ed310,2012-01-01,2015-06-15,true
u1570,ed326,2005-01-01,,false
u919,ed132,2005-01-01,,false
u1910,ed254,2015-01-01,,false
u929,ed187,2017-01-01,2022-06-15,true
u924,ed354,2014-01-01,,false
u600,ed215,2015-01-01,2019-06-15,true
u1175,ed111,2010-01-01,,false
u1038,ed314,2011-01-01,,false
u1311,ed19,2011-01-01,2014-06-15,true
u1777,ed85,2011-01-01,,false
u1581,ed25,2017-01-01,,false
u717,ed418,2019-01-01,2022-06-15,true
u1324,ed432,2008-01-01,,false
u2192,ed324,2010-01-01,,false
u1487,ed178,2020-01-01,2024-06-15,true
u1571,ed323,2010-01-01,,false
u912,ed260,2017-01-01,2021-06-15,true
u1284,ed87,2013-01-01,2019-06-15,true
u2113,ed184,2007-01-01,,false
u178,ed32,2007-01-01,,false
u1821,ed40,2014-01-01,2019-06-15,true
u1093,ed436,2010-01-01,,false
u158,ed32,2016-01-01,,false
u1875,ed273,2007-01-01,2011-06-15,true
u734,ed326,2020-01-01,2024-06-15,true
u227,ed13,2008-01-01,,false
u241,ed54,2013-01-01,2019-06-15,true
u1439,ed408,2012-01-01,,false
u2107,ed284,2020-01-01,2026-06-15,true
u640,ed14,2015-01-01,,false
u2070,ed171,2010-01-01,,false
u461,ed121,2006-01-01,,false
u1239,ed295,2020-01-01,,false
u1808,ed50,2008-01-01,,false
u509,ed185,2010-01-01,2014-06-15,true
u9,ed155,2007-01-01,2012-06-15,true
u1887,ed332,2015-01-01,2021-06-15,true
u391,ed271,2014-01-01,,false
u1786,ed125,2008-01-01,,false
u96,ed434,2017-01-01,,false
u832,ed273,2009-01-01,,false
u740,ed175,2011-01-01,,false
u1673,ed187,2013-01-01,,false
u2098,ed137,2013-01-01,2018-06-15,true
u1289,ed111,2014-01-01,,false
u69,ed226,2008-01-01,2012-06-15,true
u226,ed290,2013-01-01,2016-06-15,true
u2044,ed198,2010-01-01,2014-06-15,true
u247,ed305,2006-01-01,2012-06-15,true
u2025,ed398,2015-01-01,,false
u2015,ed336,2020-01-01,2026-06-15,true
u1372,ed71,2006-01-01,,false
u1626,ed41,2019-01-01,,false
u1548,ed261,2015-01-01,2020-06-15,true
u1415,ed189,2007-01-01,2011-06-15,true
u1005,ed58,2013-01-01,,false
u815,ed109,2019-01-01,,false
u1723,ed374,2008-01-01,,false
u1257,ed2,2009-01-01,2013-06-15,true
u881,ed354,2007-01-01,,false
u1237,ed394,2020-01-01,2023-06-15,true
u668,ed276,2013-01-01,,false
u1867,ed171,2007-01-01,2011-06-15,true
u282,ed112,2020-01-01,2025-06-15,true
u1914,ed228,2007-01-01,,false
u416,ed395,2007-01-01,,false
u630,ed196,2019-01-01,2025-06-15,true
u320,ed348,2010-01-01,2016-06-15,true
u1707,ed365,2010-01-01,,false
u724,ed236,2018-01-01,,false
u494,ed79,2011-01-01,2017-06-15,true
u664,ed353,2019-01-01,2025-06-15,true
u228,ed400,2010-01-01,,false
u1469,ed296,2013-01-01,,false
u748,ed433,2018-01-01,,false
u164,ed369,2015-01-01,2021-06-15,true
u2024,ed130,2019-01-01,,false
u1934,ed81,2016-01-01,,false
u738,ed142,2007-01-01,,false
u1523,ed256,2014-01-01,2017-06-15,true
u1795,ed147,2011-01-01,2016-06-15,true
u1002,ed320,2014-01-01,,false
u844,ed75,2013-01-01,,false
u302,ed408,2017-01-01,,false
u681,ed279,2009-01-01,2014-06-15,true
u492,ed51,2006-01-01,2012-06-15,true
u1893,ed26,2012-01-01,,false
u845,ed435,2014-01-01,2017-06-15,true
u1857,ed336,2014-01-01,2018-06-15,true
u1993,ed311,2016-01-01,2021-06-15,true
u1394,ed94,2010-01-01,2013-06-15,true
u2094,ed87,2005-01-01,2008-06-15,true
u1567,ed287,2009-01-01,,false
u365,ed360,2012-01-01,2017-06-15,true
u1633,ed187,2006-01-01,,false
u1670,ed302,2008-01-01,,false
u2091,ed333,2020-01-01,2024-06-15,true
u2193,ed182,2018-01-01,2021-06-15,true
u668,ed329,2016-01-01,2019-06-15,true
u1147,ed33,2006-01-01,,false
u661,ed346,2007-01-01,2013-06-15,true
u2169,ed313,2012-01-01,2016-06-15,true
u588,ed231,2013-01-01,2017-06-15,true
u783,ed371,2011-01-01,,false
u50,ed0,2015-01-01,2019-06-15,true
u1042,ed353,2020-01-01,,false
u654,ed62,2018-01-01,2022-06-15,true
u44,ed74,2016-01-01,2022-06-15,true
u2144,ed200,2014-01-01,2018-06-15,true
u1038,ed288,2005-01-01,,false
u994,ed444,2008-01-01,2014-06-15,true
u918,ed55,2011-01-01,,false
u916,ed317,2009-01-01,2015-06-15,true
u1332,ed80,2015-01-01,,false
u675,ed373,2016-01-01,,false
u1250,ed402,2007-01-01,2012-06-15,true
u35,ed190,2009-01-01,,false
u194,ed51,2005-01-01,,false
u862,ed166,2014-01-01,2020-06-15,true
u1738,ed114,2017-01-01,,false
u224,ed256,2011-01-01,2017-06-15,true
u271,ed339,2018-01-01,,false
u163,ed126,2013-01-01,,false
u1430,ed365,2018-01-01,,false
u1194,ed388,2015-01-01,,false
u89,ed186,2019-01-01,2025-06-15,true
u600,ed437,2006-01-01,2010-06-15,true
u823,ed156,2018-01-01,2023-06-15,true
u1840,ed86,2005-01-01,,false
u1810,ed0,2008-01-01,2011-06-15,true
u453,ed443,2018-01-01,,false
u165,ed323,2019-01-01,,false
u1590,ed122,2007-01-01,2013-06-15,true
u1982,ed346,2018-01-01,2022-06-15,true
u1412,ed196,2017-01-01,,false
u2016,ed311,2007-01-01,2011-06-15,true
u2019,ed223,2017-01-01,,false
u1444,ed203,2010-01-01,,false
u1192,ed337,2008-01-01,2014-06-15,true
u1989,ed14,2016-01-01,,false
u1761,ed331,2020-01-01,2023-06-15,true
u2009,ed212,2013-01-01,,false
u502,ed315,2008-01-01,,false
u1924,ed227,2018-01-01,,false
u2195,ed43,2014-01-01,2017-06-15,true
u1457,ed248,2010-01-01,,false
u618,ed170,2019-01-01,2025-06-15,true
u1987,ed75,2013-01-01,,false
u1851,ed300,2011-01-01,2015-06-15,true
u175,ed383,2019-01-01,2025-06-15,true
u451,ed329,2007-01-01,,false
u15,ed199,2018-01-01,2021-06-15,true
u1106,ed292,2013-01-01,2016-06-15,true
u502,ed148,2019-01-01,,false
u870,ed110,2016-01-01,,false
u1709,ed114,2011-01-01,2015-06-15,true
u1621,ed414,2007-01-01,2012-06-15,true
u68,ed126,2018-01-01,2024-06-15,true
u1575,ed443,2006-01-01,2010-06-15,true
u1525,ed176,2011-01-01,2015-06-15,true
u1358,ed63,2019-01-01,2023-06-15,true
u1010,ed215,2016-01-01,,false
u1349,ed25,2005-01-01,2010-06-15,true
u1766,ed263,2010-01-01,,false
u1745,ed373,2008-01-01,,false
u369,ed364,2009-01-01,2012-06-15,true
u42,ed343,2005-01-01,2011-06-15,true
u247,ed30,2009-01-01,2015-06-15,true
u905,ed61,2017-01-01,,false
u1552,ed12,2016-01-01,2021-06-15,true
u2084,ed133,2016-01-01,2021-06-15,true
u1444,ed81,2018-01-01,2021-06-15,true
u937,ed173,2015-01-01,,false
u1397,ed49,2009-01-01,2015-06-15,true
u985,ed431,2006-01-01,2012-06-15,true
u1701,ed351,2015-01-01,2019-06-15,true
u324,ed257,2014-01-01,,false
u1074,ed422,2010-01-01,2015-06-15,true
u356,ed191,2012-01-01,2016-06-15,true
u2191,ed162,2012-01-01,,false
u1507,ed270,2018-01-01,,false
u315,ed279,2016-01-01,,false
u1115,ed112,2018-01-01,2021-06-15,true
u332,ed54,2011-01-01,,false
u1878,ed262,2012-01-01,,false
u1133,ed413,2015-01-01,,false
u1976,ed169,2020-01-01,,false
u1293,ed389,2019-01-01,,false
u919,ed318,2016-01-01,,false
u1796,ed60,2014-01-01,2017-06-15,true
u950,ed409,2017-01-01,2023-06-15,true
u711,ed358,2015-01-01,2021-06-15,true
u838,ed149,2017-01-01,2023-06-15,true
u1252,ed152,2020-01-01,2024-06-15,true
u1089,ed242,2008-01-01,2014-06-15,true
u1346,ed305,2014-01-01,2019-06-15,true
u581,ed441,2011-01-01,,false
u1820,ed72,2015-01-01,,false
u2054,ed419,2009-01-01,2013-06-15,true
u296,ed270,2017-01-01,2021-06-15,true
u892,ed58,2009-01-01,2014-06-15,true
u244,ed59,2015-01-01,2019-06-15,true
u1368,ed117,2011-01-01,,false
u1655,ed35,2012-01-01,,false
u1934,ed167,2020-01-01,,false
u311,ed105,2007-01-01,2010-06-15,true
u2103,ed156,2005-01-01,2010-06-15,true
u291,ed290,2020-01-01,2026-06-15,true
u1565,ed282,2006-01-01,,false
u1279,ed76,2008-01-01,2012-06-15,true
u323,ed64,2013-01-01,,false
u1430,ed14,2017-01-01,2020-06-15,true
