from_usuario_id,to_usuario_id,fecha_conexion,nivel,aceptada
u1972,u1015,2024-10-30,2do nivel,false
u1015,u869,2022-08-01,3er nivel,true
u869,u436,2020-05-31,2do nivel,true
u436,u1453,2022-06-08,3er nivel,true
u1453,u1883,2022-09-29,1er nivel,true
u1883,u2039,2020-11-19,3er nivel,true
u2039,u1277,2023-07-12,2do nivel,false
u1277,u1965,2019-11-26,2do nivel,false
u1965,u1144,2021-04-02,1er nivel,true
u1144,u507,2019-12-08,3er nivel,false
u507,u1102,2022-04-01,3er nivel,true
u1102,u2174,2020-04-18,1er nivel,false
u2174,u1491,2020-07-17,3er nivel,false
u1491,u363,2023-10-14,1er nivel,false
u363,u270,2022-11-04,3er nivel,true
u270,u1297,2024-07-07,2do nivel,false
u1297,u2024,2019-09-14,1er nivel,true
u2024,u1556,2022-08-05,2do nivel,false
u1556,u2175,2022-10-14,1er nivel,false
u2175,u407,2021-05-28,3er nivel,true
u407,u694,2024-02-10,1er nivel,false
u694,u1011,2020-01-27,2do nivel,false
u1011,u385,2024-12-30,3er nivel,true
u385,u1232,2023-08-21,1er nivel,true
u1232,u83,2021-03-10,2do nivel,true
u83,u47,2021-08-17,2do nivel,true
u47,u760,2021-02-08,1er nivel,false
u760,u1803,2023-07-06,1er nivel,false
u1803,u1493,2022-06-28,3er nivel,false
u1493,u891,2024-08-30,2do nivel,false
u891,u1718,2024-01-01,2do nivel,false
u1718,u243,2023-10-19,3er nivel,false
u243,u1235,2022-06-01,3er nivel,false
u1235,u1154,2025-01-16,1er nivel,true
u1154,u571,2024-10-11,2do nivel,true
u571,u1948,2025-11-23,3er nivel,true
u1948,u921,2020-03-09,1er nivel,false
u921,u191,2022-08-28,3er nivel,false
u191,u274,2024-04-13,2do nivel,true
u274,u485,2022-12-10,1er nivel,true
u485,u29,2019-09-24,2do nivel,true
u29,u1520,2021-05-01,2do nivel,false
u1520,u1068,2023-03-10,1er nivel,false
u1068,u1301,2022-08-16,3er nivel,false
u1301,u845,2025-12-13,3er nivel,false
u845,u431,2021-06-16,3er nivel,false
u431,u1098,2021-12-27,2do nivel,false
u1098,u635,2024-07-08,1er nivel,true
u635,u2055,2022-06-15,1er nivel,true
u2055,u1033,2022-10-22,3er nivel,true
u1033,u1533,2024-10-25,3er nivel,true
u1533,u1190,2021-12-15,1er nivel,true
u1190,u188,2023-10-03,2do nivel,false
u188,u817,2020-07-08,3er nivel,false
u817,u901,2023-09-23,2do nivel,false
u901,u1968,2023-09-24,1er nivel,true
u1968,u1249,2023-09-21,2do nivel,true
u1249,u1624,2021-08-25,3er nivel,true
u1624,u1221,2021-05-26,2do nivel,false
u1221,u368,2024-06-17,2do nivel,false
u368,u26,2022-06-29,1er nivel,true
u26,u1643,2025-04-07,2do nivel,true
u1643,u1409,2025-07-25,2do nivel,true
u1409,u803,2020-04-03,3er nivel,true
u803,u134,2019-08-14,1er nivel,true
u134,u855,2022-02-01,1er nivel,true
u855,u432,2022-10-05,3er nivel,true
u432,u535,2024-05-09,3er nivel,true
u535,u259,2024-06-12,1er nivel,true
u259,u138,2019-08-06,1er nivel,true
u138,u589,2019-02-14,2do nivel,false
u589,u1175,2023-06-05,2do nivel,false
u1175,u1198,2023-01-13,1er nivel,false
u1198,u1763,2024-04-29,3er nivel,false
u1763,u638,2025-12-23,2do nivel,false
u638,u1727,2022-12-03,3er nivel,false
u1727,u2069,2025-12-11,3er nivel,false
u2069,u759,2024-03-20,3er nivel,false
u759,u1552,2019-12-16,1er nivel,false
u1552,u1652,2025-09-18,1er nivel,false
u1652,u1448,2025-09-30,2do nivel,false
u1448,u1457,2019-10-02,3er nivel,true
u1457,u98,2023-03-19,3er nivel,true
u98,u738,2021-07-11,3er nivel,false
u738,u1496,2020-01-30,1er nivel,true
u1496,u1273,2020-06-28,2do nivel,false
u1273,u1791,2023-05-27,3er nivel,false
u1791,u852,2025-01-29,3er nivel,false
u852,u1709,2020-08-21,1er nivel,true
u1709,u446,2021-07-26,1er nivel,false
u446,u1404,2022-09-17,1er nivel,true
u1404,u109,2019-07-23,2do nivel,true
u109,u1708,2021-12-07,1er nivel,true
u1708,u99,2022-01-21,1er nivel,true
u99,u695,2023-12-20,2do nivel,false
u695,u1891,2020-01-25,1er nivel,true
u1891,u54,2022-10-13,1er nivel,false
u54,u1077,2025-09-24,2do nivel,false
u1077,u1328,2023-11-26,1er nivel,true
u1328,u725,2025-05-22,2do nivel,true
u725,u1888,2019-05-05,3er nivel,false
u1888,u17,2025-05-12,1er nivel,false
u17,u876,2019-08-09,2do nivel,false
u876,u1375,2021-04-23,3er nivel,false
u1375,u828,2025-02-01,2do nivel,false
u828,u1899,2019-10-14,1er nivel,false
u1899,u801,2023-08-12,2do nivel,false
u801,u1420,2020-09-15,1er nivel,true
u1420,u709,2022-10-05,2do nivel,false
u709,u1896,2023-07-13,1er nivel,false
u1896,u1194,2021-07-17,1er nivel,false
u1194,u447,2021-03-19,3er nivel,true
u447,u1587,2022-05-30,3er nivel,false
u1587,u468,2021-09-30,1er nivel,true
u468,u2189,2019-07-26,1er nivel,false
u2189,u1082,2025-06-21,1er nivel,false
u1082,u42,2019-07-15,1er nivel,true
u42,u843,2022-02-19,1er nivel,false
u843,u443,2019-05-12,1er nivel,false
u443,u1755,2021-10-27,1er nivel,true
u1755,u800,2024-07-03,3er nivel,true
u800,u977,2021-06-10,1er nivel,true
u977,u1354,2022-05-09,3er nivel,true
u1354,u1163,2022-06-29,1er nivel,false
u1163,u55,2023-12-07,1er nivel,false
u55,u1279,2023-05-31,1er nivel,true
u1279,u490,2024-05-21,2do nivel,false
u490,u2181,2020-07-31,3er nivel,true
u2181,u1735,2020-02-08,1er nivel,true
u1735,u1135,2024-07-20,1er nivel,false
u1135,u1482,2021-12-31,3er nivel,true
u1482,u2193,2019-11-28,3er nivel,false
u2193,u1443,2019-12-22,2do nivel,false
u1443,u866,2019-03-23,3er nivel,false
u866,u2123,2025-05-13,2do nivel,true
u2123,u857,2019-11-25,1er nivel,true
u857,u1151,2022-01-26,3er nivel,true
u1151,u118,2022-01-29,3er nivel,false
u118,u821,2019-11-25,3er nivel,false
u821,u1933,2022-07-30,1er nivel,false
u1933,u2100,2023-05-26,1er nivel,false
u2100,u1731,2020-01-12,2do nivel,false
u1731,u239,2024-06-06,1er nivel,false
u239,u2147,2022-07-20,3er nivel,false
u2147,u1207,2024-09-09,2do nivel,true
u1207,u309,2021-05-27,2do nivel,false
u309,u913,2024-01-12,2do nivel,true
u913,u168,2024-03-11,1er nivel,true
u168,u1602,2019-09-27,3er nivel,true
u1602,u335,2025-10-14,1er nivel,false
u335,u1438,2023-04-05,3er nivel,false
u1438,u793,2019-01-05,3er nivel,false
u793,u171,2019-02-16,1er nivel,true
u171,u1381,2020-12-02,3er nivel,false
u1381,u2009,2025-06-23,2do nivel,true
u2009,u509,2022-02-07,2do nivel,false
u509,u369,2021-01-19,2do nivel,false
u369,u1150,2021-03-13,1er nivel,true
u1150,u112,2021-06-17,3er nivel,false
u112,u365,2024-08-12,3er nivel,true
u365,u1180,2023-09-17,2do nivel,false
u1180,u930,2022-10-26,3er nivel,false
u930,u1782,2025-09-10,1er nivel,false
u1782,u198,2025-02-01,3er nivel,false
u198,u2072,2025-09-27,3er nivel,false
u2072,u448,2022-01-18,3er nivel,true
u448,u1588,2020-12-31,1er nivel,true
u1588,u734,2025-07-09,1er nivel,true
u734,u1296,2023-03-29,3er nivel,false
u1296,u2076,2024-08-14,2do nivel,true
u2076,u1996,2021-04-27,2do nivel,false
u1996,u1845,2023-03-05,3er nivel,false
u1845,u110,2024-12-16,2do nivel,false
u110,u514,2022-09-04,2do nivel,false
u514,u275,2022-08-21,1er nivel,true
u275,u1045,2025-07-03,1er nivel,false
u1045,u6,2023-09-11,2do nivel,true
u6,u1010,2019-03-15,3er nivel,true
u1010,u23,2021-06-30,1er nivel,true
u23,u136,2020-12-10,2do nivel,false
u136,u1768,2023-02-27,1er nivel,false
u1768,u939,2019-11-08,1er nivel,true
u939,u932,2023-09-23,2do nivel,false
u932,u789,2021-09-04,3er nivel,false
u789,u1358,2019-01-13,3er nivel,false
u1358,u478,2022-07-15,2do nivel,false
u478,u1058,2021-08-09,1er nivel,false
u1058,u1264,2025-05-24,1er nivel,false
u1264,u1019,2023-09-25,1er nivel,true
u1019,u1787,2021-11-03,2do nivel,false
u1787,u1009,2023-10-22,1er nivel,true
u1009,u872,2025-03-25,1er nivel,true
u872,u39,2024-05-25,1er nivel,true
u39,u1923,2019-07-20,1er nivel,false
u1923,u555,2022-07-18,3er nivel,false
u555,u303,2022-01-22,1er nivel,false
u303,u959,2025-08-03,1er nivel,false
u959,u1441,2025-11-14,2do nivel,true
u1441,u1640,2021-07-05,3er nivel,true
u1640,u1158,2021-10-03,3er nivel,true
u1158,u350,2021-03-13,3er nivel,false
u350,u1851,2023-10-26,3er nivel,true
u1851,u684,2025-03-09,3er nivel,false
u684,u76,2024-11-08,3er nivel,true
u76,u170,2022-11-16,3er nivel,true
u170,u128,2024-01-07,1er nivel,false
u128,u1481,2025-01-14,1er nivel,false
u1481,u1919,2022-11-28,1er nivel,true
u1919,u895,2021-10-18,2do nivel,true
u895,u1842,2024-07-04,3er nivel,true
u1842,u1219,2024-05-19,3er nivel,false
u1219,u1280,2021-08-11,3er nivel,false
u1280,u887,2020-06-29,1er nivel,true
u887,u1090,2023-03-24,3er nivel,false
u1090,u497,2025-09-10,2do nivel,true
u497,u981,2021-03-17,1er nivel,false
u981,u355,2020-12-23,3er nivel,false
u355,u1906,2019-08-24,3er nivel,false
u1906,u533,2024-03-14,1er nivel,true
u533,u873,2023-07-31,3er nivel,false
u873,u2188,2021-01-28,3er nivel,true
u2188,u304,2019-08-20,2do nivel,false
u304,u90,2023-12-09,2do nivel,false
u90,u677,2025-01-13,2do nivel,false
u677,u1843,2021-07-26,3er nivel,false
u1843,u2090,2019-11-05,3er nivel,true
u2090,u1302,2025-10-29,1er nivel,false
u1302,u1886,2025-06-18,2do nivel,false
u1886,u728,2023-10-29,3er nivel,true
u728,u307,2021-06-08,1er nivel,false
u307,u1275,2021-06-01,3er nivel,false
u1275,u526,2022-02-23,1er nivel,false
u526,u1210,2020-10-08,2do nivel,true
u1210,u1706,2023-05-08,1er nivel,true
u1706,u157,2021-08-22,1er nivel,true
u157,u626,2022-02-19,3er nivel,false
u626,u916,2024-08-02,1er nivel,false
u916,u1066,2022-12-05,1er nivel,false
u1066,u1057,2025-10-16,1er nivel,false
u1057,u378,2023-05-31,1er nivel,true
u378,u1921,2020-08-01,3er nivel,false
u1921,u1435,2019-03-29,2do nivel,true
u1435,u1355,2023-02-01,2do nivel,true
u1355,u277,2021-12-19,2do nivel,false
u277,u1202,2021-04-15,3er nivel,false
u1202,u1788,2024-05-02,1er nivel,false
u1788,u925,2024-11-13,2do nivel,true
u925,u1895,2019-02-16,2do nivel,true
u1895,u337,2025-03-14,3er nivel,false
u337,u234,2021-07-17,3er nivel,false
u234,u1034,2024-11-19,1er nivel,true
u1034,u1398,2025-06-29,3er nivel,false
u1398,u1251,2023-11-12,3er nivel,true
u1251,u1218,2022-01-01,3er nivel,false
u1218,u1711,2019-03-09,2do nivel,true
u1711,u1593,2021-12-30,3er nivel,true
u1593,u1829,2022-06-25,3er nivel,false
u1829,u1973,2021-07-04,2do nivel,false
u1973,u201,2023-03-15,2do nivel,true
u201,u1209,2022-03-21,2do nivel,true
u1209,u1957,2023-04-13,2do nivel,false
u1957,u486,2020-02-15,3er nivel,true
u486,u2118,2024-06-19,2do nivel,false
u2118,u1255,2024-02-13,1er nivel,true
u1255,u1341,2020-10-20,1er nivel,false
u1341,u1898,2022-06-13,2do nivel,true
u1898,u30,2022-08-19,1er nivel,true
u30,u1376,2019-05-20,1er nivel,true
u1376,u203,2024-07-27,1er nivel,true
u203,u1572,2024-02-29,2do nivel,true
u1572,u834,2024-05-04,2do nivel,false
u834,u480,2023-11-25,3er nivel,true
u480,u1540,2025-01-10,3er nivel,true
u1540,u1506,2022-07-31,1er nivel,false
u1506,u2145,2023-01-07,1er nivel,false
u2145,u1214,2025-08-31,3er nivel,true
u1214,u1380,2020-04-24,2do nivel,true
u1380,u877,2020-09-26,1er nivel,false
u877,u1916,2022-11-01,1er nivel,true
u1916,u1931,2019-04-14,2do nivel,true
u1931,u1837,2022-11-26,2do nivel,false
u1837,u894,2025-05-17,1er nivel,true
u894,u1059,2020-08-11,2do nivel,false
u1059,u1123,2022-07-29,2do nivel,false
u1123,u1628,2022-10-19,1er nivel,true
u1628,u2016,2021-01-13,1er nivel,true
u2016,u362,2022-05-28,3er nivel,false
u362,u1483,2022-02-19,1er nivel,true
u1483,u2033,2025-12-22,3er nivel,false
u2033,u627,2019-12-16,2do nivel,false
u627,u1327,2025-04-29,3er nivel,true
u1327,u1117,2021-05-04,1er nivel,true
u1117,u65,2025-03-09,1er nivel,false
u65,u2096,2023-11-13,3er nivel,false
u2096,u297,2025-08-02,1er nivel,false
u297,u898,2019-02-24,2do nivel,false
u898,u2065,2025-09-14,2do nivel,true
u2065,u2159,2019-02-23,2do nivel,true
u2159,u1507,2023-08-12,1er nivel,true
u1507,u1961,2020-07-28,3er nivel,false
u1961,u1022,2022-04-08,1er nivel,true
u1022,u409,2019-09-19,2do nivel,true
u409,u1017,2019-04-12,3er nivel,false
u1017,u2019,2025-06-25,3er nivel,true
u2019,u1431,2024-12-12,1er nivel,true
u1431,u248,2022-02-02,2do nivel,true
u248,u441,2025-02-11,2do nivel,false
u441,u1584,2020-07-06,3er nivel,true
u1584,u650,2019-01-31,3er nivel,true
u650,u382,2025-03-13,2do nivel,true
u382,u1021,2023-01-17,1er nivel,true
u1021,u1934,2024-08-20,2do nivel,true
u1934,u521,2022-08-05,2do nivel,true
u521,u1293,2025-04-11,1er nivel,true
u1293,u21,2025-05-27,1er nivel,true
u21,u1989,2023-07-31,1er nivel,false
u1989,u2046,2025-02-15,2do nivel,false
u2046,u1765,2022-08-28,2do nivel,true
u1765,u215,2025-02-22,2do nivel,false
u215,u804,2019-03-05,3er nivel,true
u804,u73,2025-02-04,2do nivel,false
u73,u2073,2022-06-14,2do nivel,true
u2073,u2119,2025-12-23,1er nivel,false
u2119,u394,2019-07-30,3er nivel,false
u394,u1262,2021-11-04,3er nivel,false
u1262,u1950,2022-06-07,3er nivel,false
u1950,u1603,2019-06-01,2do nivel,false
u1603,u2160,2023-04-08,1er nivel,true
u2160,u197,2019-04-23,3er nivel,true
u197,u964,2023-03-02,2do nivel,true
u964,u1484,2025-07-21,3er nivel,false
u1484,u356,2022-01-19,3er nivel,false
u356,u889,2020-03-18,2do nivel,true
u889,u1452,2020-02-03,1er nivel,true
u1452,u1657,2022-10-02,1er nivel,false
u1657,u240,2023-06-05,3er nivel,false
u240,u2187,2023-03-21,2do nivel,true
u2187,u685,2023-01-14,1er nivel,false
u685,u1637,2025-12-04,1er nivel,false
u1637,u235,2023-03-07,3er nivel,false
u235,u795,2023-10-20,2do nivel,false
u795,u1105,2025-01-11,3er nivel,true
u1105,u471,2024-05-04,3er nivel,true
u471,u2097,2025-07-18,1er nivel,false
u2097,u1707,2024-06-19,2do nivel,true
u1707,u1739,2024-03-05,1er nivel,true
u1739,u1403,2021-02-20,2do nivel,true
u1403,u105,2019-12-05,3er nivel,false
u105,u971,2019-03-16,3er nivel,true
u971,u937,2019-04-21,1er nivel,false
u937,u269,2023-09-27,2do nivel,false
u269,u1473,2019-10-19,2do nivel,true
u1473,u544,2021-10-25,3er nivel,true
u544,u246,2020-11-20,1er nivel,true
u246,u719,2019-11-01,3er nivel,true
u719,u1160,2020-06-19,2do nivel,false
u1160,u43,2020-07-01,1er nivel,false
u43,u825,2024-01-18,1er nivel,true
u825,u680,2021-06-16,1er nivel,true
u680,u147,2025-11-12,3er nivel,true
u147,u1716,2020-02-05,2do nivel,false
u1716,u466,2020-10-27,1er nivel,false
u466,u1577,2024-12-27,1er nivel,true
u1577,u1597,2022-06-18,2do nivel,true
u1597,u1564,2021-03-14,3er nivel,true
u1564,u2127,2024-10-10,2do nivel,false
u2127,u237,2020-09-20,2do nivel,false
u237,u1326,2022-08-03,2do nivel,false
u1326,u732,2023-08-23,3er nivel,true
u732,u911,2022-09-28,3er nivel,true
u911,u881,2019-05-09,1er nivel,false
u881,u31,2025-03-28,3er nivel,false
u31,u850,2021-05-31,3er nivel,true
u850,u792,2022-09-03,2do nivel,false
u792,u79,2019-08-06,1er nivel,false
u79,u648,2022-01-09,1er nivel,false
u648,u2078,2024-02-03,3er nivel,true
u2078,u933,2025-04-12,3er nivel,true
u933,u1051,2024-05-23,2do nivel,false
u1051,u1907,2025-12-11,3er nivel,true
u1907,u1490,2022-03-01,3er nivel,true
u1490,u746,2022-11-24,3er nivel,true
u746,u180,2022-04-23,2do nivel,false
u180,u444,2023-07-23,1er nivel,false
u444,u19,2021-10-31,1er nivel,false
u19,u758,2020-01-17,1er nivel,true
u758,u712,2023-07-24,2do nivel,false
u712,u59,2020-08-02,2do nivel,false
u59,u153,2023-10-20,3er nivel,false
u153,u423,2022-04-04,2do nivel,false
u423,u1402,2021-08-20,3er nivel,false
u1402,u562,2021-06-19,2do nivel,false
u562,u2088,2023-10-10,2do nivel,false
u2088,u82,2025-10-11,3er nivel,false
u82,u1810,2025-12-07,3er nivel,true
u1810,u1724,2020-11-21,3er nivel,true
u1724,u150,2022-02-02,2do nivel,true
u150,u1801,2021-08-12,3er nivel,true
u1801,u175,2023-10-19,1er nivel,true
u175,u542,2023-04-11,2do nivel,false
u542,u115,2024-09-21,2do nivel,true
u115,u592,2024-11-26,3er nivel,false
u592,u848,2020-02-01,2do nivel,false
u848,u1460,2020-10-18,3er nivel,true
u1460,u33,2023-07-13,1er nivel,false
u33,u1719,2025-01-10,1er nivel,false
u1719,u1230,2021-04-26,1er nivel,true
u1230,u1758,2023-01-17,1er nivel,true
u1758,u580,2019-11-13,3er nivel,true
u580,u2196,2022-11-16,2do nivel,true
u2196,u354,2020-03-23,2do nivel,true
u354,u1167,2020-11-02,2do nivel,false
u1167,u600,2024-04-28,1er nivel,false
u600,u1499,2022-06-10,2do nivel,true
u1499,u1776,2023-12-31,1er nivel,true
u1776,u1408,2021-07-17,3er nivel,true
u1408,u393,2024-05-30,2do nivel,true
u393,u1430,2025-11-04,3er nivel,false
u1430,u347,2025-04-02,1er nivel,true
u347,u899,2022-11-19,3er nivel,false
u899,u1678,2024-11-10,2do nivel,true
u1678,u1480,2020-05-07,1er nivel,false
u1480,u2195,2024-07-22,2do nivel,true
u2195,u1347,2024-12-01,2do nivel,false
u1347,u2102,2024-01-05,2do nivel,true
u2102,u142,2024-01-24,1er nivel,false
u142,u1196,2020-09-12,3er nivel,false
u1196,u524,2020-03-03,3er nivel,false
u524,u1930,2022-11-23,2do nivel,false
u1930,u52,2023-12-05,2do nivel,true
u52,u40,2023-04-26,1er nivel,true
u40,u1337,2022-03-30,2do nivel,true
u1337,u1200,2022-09-08,1er nivel,true
u1200,u1467,2024-09-03,1er nivel,false
u1467,u629,2021-12-03,2do nivel,false
u629,u1857,2019-11-16,3er nivel,true
u1857,u1042,2022-03-31,1er nivel,false
u1042,u1760,2020-06-13,3er nivel,false
u1760,u230,2021-08-28,2do nivel,false
u230,u214,2019-01-25,1er nivel,false
u214,u263,2019-12-23,3er nivel,false
u263,u2107,2019-07-16,3er nivel,false
u2107,u1311,2021-10-28,3er nivel,true
u1311,u1241,2022-05-31,2do nivel,false
u1241,u802,2021-05-19,1er nivel,false
u802,u761,2022-12-02,1er nivel,true
u761,u18,2020-01-30,2do nivel,false
u18,u1943,2025-11-15,1er nivel,false
u1943,u1072,2023-11-19,3er nivel,true
u1072,u593,2023-04-04,3er nivel,false
u593,u2132,2019-11-10,2do nivel,false
u2132,u276,2021-07-22,1er nivel,false
u276,u223,2023-10-09,3er nivel,false
u223,u1664,2019-01-30,3er nivel,true
u1664,u1501,2021-04-05,2do nivel,true
u1501,u2045,2024-07-05,3er nivel,true
u2045,u1498,2019-03-05,3er nivel,true
u1498,u81,2024-06-17,1er nivel,false
u81,u1504,2024-05-27,3er nivel,true
u1504,u2061,2022-05-10,2do nivel,true
u2061,u1073,2022-06-30,3er nivel,false
u1073,u942,2020-02-09,2do nivel,false
u942,u1700,2022-08-31,3er nivel,true
u1700,u1698,2025-01-31,2do nivel,true
u1698,u1349,2023-04-21,3er nivel,true
u1349,u1838,2024-03-27,1er nivel,false
u1838,u75,2023-10-13,3er nivel,true
u75,u476,2024-10-20,1er nivel,false
u476,u1284,2021-09-15,3er nivel,true
u1284,u847,2023-04-17,3er nivel,false
u847,u1036,2024-12-08,1er nivel,false
u1036,u2168,2020-11-26,1er nivel,true
u2168,u577,2025-09-01,3er nivel,true
u577,u594,2024-02-10,1er nivel,false
u594,u1816,2023-04-27,2do nivel,false
u1816,u1794,2022-10-26,1er nivel,true
u1794,u1282,2019-03-31,3er nivel,true
u1282,u1701,2023-03-27,3er nivel,true
u1701,u1681,2021-12-07,2do nivel,true
u1681,u890,2025-11-04,3er nivel,true
u890,u126,2024-09-26,1er nivel,false
u126,u949,2021-08-03,1er nivel,true
u949,u1124,2019-04-27,1er nivel,false
u1124,u897,2023-03-27,1er nivel,true
u897,u576,2024-02-15,1er nivel,true
u576,u909,2021-04-26,2do nivel,true
u909,u1201,2023-10-14,3er nivel,false
u1201,u564,2019-08-31,2do nivel,true
u564,u822,2020-08-21,3er nivel,false
u822,u1817,2019-07-03,2do nivel,true
u1817,u1510,2021-12-02,2do nivel,true
u1510,u1844,2022-12-31,1er nivel,false
u1844,u2153,2020-07-30,1er nivel,false
u2153,u1986,2023-02-08,2do nivel,true
u1986,u2004,2019-08-03,2do nivel,true
u2004,u1530,2025-04-26,2do nivel,true
u1530,u2163,2022-06-04,2do nivel,true
u2163,u1488,2021-03-08,3er nivel,false
u1488,u493,2025-11-22,3er nivel,false
u493,u1897,2022-04-27,1er nivel,false
u1897,u1509,2019-08-31,3er nivel,false
u1509,u1267,2019-09-11,3er nivel,true
u1267,u2103,2025-11-03,3er nivel,false
u2103,u1332,2020-10-02,2do nivel,false
u1332,u506,2019-02-15,3er nivel,false
u506,u1092,2020-01-03,2do nivel,true
u1092,u842,2020-04-13,2do nivel,false
u842,u1384,2020-01-09,1er nivel,true
u1384,u686,2021-03-30,2do nivel,false
u686,u133,2023-09-16,2do nivel,true
u133,u1246,2020-10-02,3er nivel,false
u1246,u88,2022-03-27,1er nivel,false
u88,u245,2019-06-16,1er nivel,false
u245,u1627,2020-06-04,3er nivel,true
u1627,u389,2020-11-16,1er nivel,false
u389,u2158,2021-04-14,2do nivel,false
u2158,u1456,2025-10-31,3er nivel,true
u1456,u305,2025-01-11,3er nivel,false
u305,u1870,2025-06-05,2do nivel,false
u1870,u145,2025-04-22,3er nivel,true
u145,u2146,2020-09-29,2do nivel,true
u2146,u425,2024-05-30,2do nivel,false
u425,u1704,2022-08-12,1er nivel,false
u1704,u1569,2025-12-25,2do nivel,false
u1569,u2093,2022-12-26,2do nivel,false
u2093,u1424,2022-07-12,1er nivel,true
u1424,u120,2024-10-10,3er nivel,false
u120,u611,2023-11-20,1er nivel,true
u611,u1940,2023-10-20,2do nivel,false
u1940,u604,2023-10-01,2do nivel,false
u604,u137,2019-08-27,1er nivel,true
u137,u1298,2019-01-14,1er nivel,true
u1298,u1772,2020-06-06,3er nivel,true
u1772,u287,2021-10-02,1er nivel,false
u287,u1865,2022-12-30,1er nivel,false
u1865,u1500,2021-01-01,1er nivel,false
u1500,u2020,2022-03-22,3er nivel,true
u2020,u554,2022-10-07,2do nivel,false
u554,u655,2024-02-03,2do nivel,true
u655,u880,2025-12-08,2do nivel,true
u880,u48,2025-04-20,3er nivel,true
u48,u2012,2023-01-22,1er nivel,false
u2012,u1464,2022-03-18,1er nivel,true
u1464,u406,2025-12-27,1er nivel,false
u406,u1555,2021-10-16,2do nivel,true
u1555,u665,2019-09-20,2do nivel,true
u665,u1568,2024-06-30,1er nivel,false
u1568,u1725,2023-04-05,2do nivel,true
u1725,u2126,2023-11-07,3er nivel,true
u2126,u1723,2021-11-13,2do nivel,true
u1723,u349,2023-01-06,2do nivel,false
u349,u546,2023-08-28,1er nivel,true
u546,u2081,2025-02-12,1er nivel,true
u2081,u868,2019-06-09,1er nivel,true
u868,u410,2020-10-26,1er nivel,true
u410,u508,2020-07-26,1er nivel,false
u508,u72,2023-01-28,1er nivel,true
u72,u990,2020-01-31,2do nivel,true
u990,u618,2020-07-12,1er nivel,true
u618,u823,2025-03-25,2do nivel,false
u823,u1164,2020-02-09,2do nivel,true
u1164,u641,2020-11-03,2do nivel,true
u641,u1781,2020-06-29,2do nivel,true
u1781,u101,2020-04-11,2do nivel,false
u101,u543,2022-08-01,1er nivel,false
u543,u1694,2020-03-11,2do nivel,true
u1694,u1166,2021-12-28,2do nivel,true
u1166,u1325,2025-12-05,2do nivel,false
u1325,u1609,2025-02-04,2do nivel,false
u1609,u1946,2025-03-04,3er nivel,true
u1946,u1039,2019-11-18,3er nivel,true
u1039,u1320,2022-12-16,3er nivel,true
u1320,u861,2021-05-02,1er nivel,false
u861,u912,2025-01-07,2do nivel,true
u912,u835,2021-03-12,1er nivel,false
u835,u2117,2021-02-17,2do nivel,false
u2117,u865,2022-01-05,2do nivel,true
u865,u292,2021-04-30,1er nivel,false
u292,u146,2025-04-23,3er nivel,true
u146,u1846,2019-12-21,1er nivel,false
u1846,u1338,2023-12-26,1er nivel,false
u1338,u364,2021-10-10,1er nivel,true
u364,u840,2025-02-23,1er nivel,false
u840,u1513,2022-04-16,2do nivel,false
u1513,u727,2020-07-17,2do nivel,false
u727,u753,2023-11-26,3er nivel,true
u753,u1536,2023-04-10,1er nivel,true
u1536,u127,2021-05-31,2do nivel,false
u127,u1367,2022-03-10,1er nivel,true
u1367,u2043,2019-03-01,3er nivel,false
u2043,u226,2024-09-15,3er nivel,true
u226,u1630,2025-09-22,3er nivel,false
u1630,u211,2019-02-20,2do nivel,false
u211,u1281,2024-07-22,3er nivel,false
u1281,u541,2025-05-21,3er nivel,true
u541,u1447,2024-11-18,1er nivel,true
u1447,u1368,2025-05-16,2do nivel,false
u1368,u1300,2022-01-22,2do nivel,true
u1300,u1642,2020-12-10,1er nivel,true
u1642,u1644,2025-09-17,3er nivel,true
u1644,u755,2019-05-28,1er nivel,false
u755,u1399,2020-01-08,2do nivel,false
u1399,u1387,2020-04-08,2do nivel,false
u1387,u266,2024-10-29,2do nivel,true
u266,u1676,2024-01-30,1er nivel,false
u1676,u681,2021-04-17,1er nivel,true
u681,u353,2024-04-23,1er nivel,true
u353,u1528,2024-08-29,3er nivel,false
u1528,u2063,2023-07-31,2do nivel,false
u2063,u1352,2024-12-23,2do nivel,false
u1352,u1770,2021-05-20,1er nivel,true
u1770,u1729,2023-04-27,1er nivel,true
u1729,u938,2019-09-01,3er nivel,false
u938,u285,2022-12-23,1er nivel,false
u285,u1717,2025-11-27,2do nivel,false
u1717,u1361,2021-04-26,3er nivel,false
u1361,u279,2023-01-29,3er nivel,false
u279,u2074,2021-04-03,1er nivel,true
u2074,u780,2022-10-24,2do nivel,false
u780,u1976,2024-07-21,1er nivel,true
u1976,u1306,2021-04-19,3er nivel,true
u1306,u1138,2020-08-12,2do nivel,false
u1138,u84,2025-06-06,2do nivel,true
u84,u743,2025-04-01,3er nivel,false
u743,u1780,2025-02-22,2do nivel,false
u1780,u779,2025-10-25,1er nivel,false
u779,u2161,2024-11-05,2do nivel,true
u2161,u751,2021-11-13,1er nivel,true
u751,u1515,2020-02-13,2do nivel,false
u1515,u511,2022-09-27,1er nivel,true
u511,u1121,2020-11-22,2do nivel,false
u1121,u550,2019-07-05,2do nivel,true
